          kernel ,  prs ,     m ,     n ,     p ,        GLOPS/s ,   minimum (ms) ,     median (ms),   stab (%)
   rocblas_wo_dt ,   SP ,   700 ,     9 ,   700 ,    1055.663015 ,       0.007770 ,       0.007870 ,   1.288739
   rocblas_wo_dt ,   SP ,   800 ,     9 ,   800 ,    1328.939705 ,       0.008080 ,       0.008178 ,   1.209796
   rocblas_wo_dt ,   SP ,   900 ,     9 ,   900 ,    1270.182005 ,       0.009320 ,       0.009532 ,   2.276797
   rocblas_wo_dt ,   SP ,  1000 ,     9 ,  1000 ,    1276.242222 ,       0.011082 ,       0.011292 ,   1.893287
   rocblas_wo_dt ,   SP ,  1100 ,     9 ,  1100 ,    1686.601264 ,       0.012178 ,       0.012197 ,   0.156623
   rocblas_wo_dt ,   SP ,  1200 ,     9 ,  1200 ,    2082.640091 ,       0.011726 ,       0.011751 ,   0.211455
   rocblas_wo_dt ,   SP ,  1300 ,     9 ,  1300 ,    2241.233767 ,       0.012792 ,       0.012822 ,   0.232974
   rocblas_wo_dt ,   SP ,  1400 ,     9 ,  1400 ,    1166.586409 ,       0.028374 ,       0.028558 ,   0.648690
   rocblas_wo_dt ,   SP ,  1500 ,     9 ,  1500 ,    1840.579947 ,       0.020158 ,       0.020640 ,   2.389119
   rocblas_wo_dt ,   SP ,  1600 ,     9 ,  1600 ,    2199.946024 ,       0.019391 ,       0.019619 ,   1.180376
   rocblas_wo_dt ,   SP ,  1700 ,     9 ,  1700 ,    2112.168656 ,       0.022712 ,       0.022998 ,   1.259710
   rocblas_wo_dt ,   SP ,  1800 ,     9 ,  1800 ,    1929.200608 ,       0.028426 ,       0.028524 ,   0.344721
   rocblas_wo_dt ,   SP ,  1900 ,     9 ,  1900 ,    1849.015214 ,       0.032480 ,       0.033200 ,   2.216839
   rocblas_wo_dt ,   SP ,  2000 ,     9 ,  2000 ,    2528.193195 ,       0.026169 ,       0.027180 ,   3.862974
   rocblas_wo_dt ,   SP ,  2100 ,     9 ,  2100 ,    2315.202676 ,       0.031741 ,       0.032389 ,   2.043116
   rocblas_wo_dt ,   SP ,  2200 ,     9 ,  2200 ,    2454.157096 ,       0.032609 ,       0.033500 ,   2.734518
   rocblas_wo_dt ,   SP ,  2300 ,     9 ,  2300 ,    2235.163934 ,       0.039821 ,       0.040190 ,   0.928033
   rocblas_wo_dt ,   SP ,  2400 ,     9 ,  2400 ,    2835.294695 ,       0.034301 ,       0.034511 ,   0.611663
   rocblas_wo_dt ,   SP ,  2500 ,     9 ,  2500 ,    2642.323608 ,       0.039980 ,       0.040152 ,   0.429364
   rocblas_wo_dt ,   SP ,  2600 ,     9 ,  2600 ,    2900.789368 ,       0.039439 ,       0.039570 ,   0.332487
   rocblas_wo_dt ,   SP ,  2700 ,     9 ,  2700 ,    2789.141905 ,       0.044270 ,       0.044370 ,   0.226196
   rocblas_wo_dt ,   SP ,  2800 ,     9 ,  2800 ,    2778.652077 ,       0.047109 ,       0.047979 ,   1.847260
   rocblas_wo_dt ,   SP ,  2900 ,     9 ,  2900 ,    2740.851914 ,       0.051351 ,       0.052199 ,   1.652893
   rocblas_wo_dt ,   SP ,  3000 ,     9 ,  3000 ,    2429.106313 ,       0.062780 ,       0.062919 ,   0.220264
   rocblas_wo_dt ,   SP ,   500 ,    10 ,   500 ,     781.347807 ,       0.006049 ,       0.006070 ,   0.354750
   rocblas_wo_dt ,   SP ,   600 ,    10 ,   600 ,     979.643624 ,       0.006888 ,       0.006981 ,   1.349948
   rocblas_wo_dt ,   SP ,   700 ,    10 ,   700 ,    1170.454425 ,       0.007839 ,       0.007949 ,   1.399027
   rocblas_wo_dt ,   SP ,   800 ,    10 ,   800 ,    1432.233987 ,       0.008199 ,       0.008302 ,   1.250363
   rocblas_wo_dt ,   SP ,   900 ,    10 ,   900 ,    1413.560987 ,       0.009460 ,       0.009608 ,   1.562500
   rocblas_wo_dt ,   SP ,  1000 ,    10 ,  1000 ,    1698.951973 ,       0.011171 ,       0.011184 ,   0.117386
   rocblas_wo_dt ,   SP ,  1100 ,    10 ,  1100 ,    1839.213901 ,       0.012467 ,       0.012502 ,   0.283037
   rocblas_wo_dt ,   SP ,  1200 ,    10 ,  1200 ,    2273.355119 ,       0.012012 ,       0.012034 ,   0.182605
   rocblas_wo_dt ,   SP ,  1300 ,    10 ,  1300 ,    2453.964272 ,       0.013061 ,       0.013082 ,   0.160637
   rocblas_wo_dt ,   SP ,  1400 ,    10 ,  1400 ,    1295.258097 ,       0.028428 ,       0.028721 ,   1.030738
   rocblas_wo_dt ,   SP ,  1500 ,    10 ,  1500 ,    1759.905184 ,       0.023676 ,       0.024311 ,   2.681664
   rocblas_wo_dt ,   SP ,  1600 ,    10 ,  1600 ,    2372.744841 ,       0.019729 ,       0.020480 ,   3.806647
   rocblas_wo_dt ,   SP ,  1700 ,    10 ,  1700 ,    2294.738040 ,       0.023289 ,       0.023530 ,   1.033988
   rocblas_wo_dt ,   SP ,  1800 ,    10 ,  1800 ,    2273.670903 ,       0.025890 ,       0.026209 ,   1.233999
   rocblas_wo_dt ,   SP ,  1900 ,    10 ,  1900 ,    2052.999984 ,       0.032539 ,       0.033519 ,   3.011430
   rocblas_wo_dt ,   SP ,  2000 ,    10 ,  2000 ,    2747.597065 ,       0.026591 ,       0.027840 ,   4.698287
   rocblas_wo_dt ,   SP ,  2100 ,    10 ,  2100 ,    2486.364542 ,       0.033121 ,       0.033579 ,   1.382090
   rocblas_wo_dt ,   SP ,  2200 ,    10 ,  2200 ,    2666.421601 ,       0.034208 ,       0.034521 ,   0.913019
   rocblas_wo_dt ,   SP ,  2300 ,    10 ,  2300 ,    2456.759620 ,       0.040681 ,       0.040879 ,   0.486433
   rocblas_wo_dt ,   SP ,  2400 ,    10 ,  2400 ,    3090.874055 ,       0.035081 ,       0.035379 ,   0.849531
   rocblas_wo_dt ,   SP ,  2500 ,    10 ,  2500 ,    2875.940436 ,       0.040920 ,       0.041261 ,   0.833188
   rocblas_wo_dt ,   SP ,  2600 ,    10 ,  2600 ,    3138.974998 ,       0.040729 ,       0.040870 ,   0.345373
   rocblas_wo_dt ,   SP ,  2700 ,    10 ,  2700 ,    3040.005463 ,       0.045409 ,       0.045559 ,   0.330778
   rocblas_wo_dt ,   SP ,  2800 ,    10 ,  2800 ,    3054.279649 ,       0.048420 ,       0.048740 ,   0.659806
   rocblas_wo_dt ,   SP ,  2900 ,    10 ,  2900 ,    3008.724804 ,       0.052030 ,       0.053191 ,   2.231591
   rocblas_wo_dt ,   SP ,  3000 ,    10 ,  3000 ,    2625.449132 ,       0.064890 ,       0.065112 ,   0.341698
   rocblas_wo_dt ,   SP ,   500 ,    11 ,   500 ,     840.833490 ,       0.006170 ,       0.006239 ,   1.120556
   rocblas_wo_dt ,   SP ,   600 ,    11 ,   600 ,    1072.646781 ,       0.006959 ,       0.007041 ,   1.164782
   rocblas_wo_dt ,   SP ,   700 ,    11 ,   700 ,    1286.848576 ,       0.007899 ,       0.007999 ,   1.267733
   rocblas_wo_dt ,   SP ,   800 ,    11 ,   800 ,    1552.564325 ,       0.008340 ,       0.008450 ,   1.315037
   rocblas_wo_dt ,   SP ,   900 ,    11 ,   900 ,    1595.922404 ,       0.009420 ,       0.009580 ,   1.695773
   rocblas_wo_dt ,   SP ,  1000 ,    11 ,  1000 ,    1873.370399 ,       0.011174 ,       0.011211 ,   0.330723
   rocblas_wo_dt ,   SP ,  1100 ,    11 ,  1100 ,    1971.566116 ,       0.012846 ,       0.012888 ,   0.326652
   rocblas_wo_dt ,   SP ,  1200 ,    11 ,  1200 ,    2401.457234 ,       0.012573 ,       0.012591 ,   0.142221
   rocblas_wo_dt ,   SP ,  1300 ,    11 ,  1300 ,    2499.479404 ,       0.014068 ,       0.014193 ,   0.888045
   rocblas_wo_dt ,   SP ,  1400 ,    11 ,  1400 ,    1426.847398 ,       0.028704 ,       0.028816 ,   0.390388
   rocblas_wo_dt ,   SP ,  1500 ,    11 ,  1500 ,    1943.456155 ,       0.023160 ,       0.024040 ,   3.798641
   rocblas_wo_dt ,   SP ,  1600 ,    11 ,  1600 ,    2525.629175 ,       0.020700 ,       0.021241 ,   2.614605
   rocblas_wo_dt ,   SP ,  1700 ,    11 ,  1700 ,    2114.493762 ,       0.028558 ,       0.028699 ,   0.493400
   rocblas_wo_dt ,   SP ,  1800 ,    11 ,  1800 ,    2362.513274 ,       0.028682 ,       0.028808 ,   0.438899
   rocblas_wo_dt ,   SP ,  1900 ,    11 ,  1900 ,    2270.532938 ,       0.032959 ,       0.033269 ,   0.940394
   rocblas_wo_dt ,   SP ,  2000 ,    11 ,  2000 ,    2914.709215 ,       0.027912 ,       0.028789 ,   3.143419
   rocblas_wo_dt ,   SP ,  2100 ,    11 ,  2100 ,    2665.955042 ,       0.034480 ,       0.034750 ,   0.781358
   rocblas_wo_dt ,   SP ,  2200 ,    11 ,  2200 ,    2847.828274 ,       0.035529 ,       0.035679 ,   0.422762
   rocblas_wo_dt ,   SP ,  2300 ,    11 ,  2300 ,    2668.918158 ,       0.041349 ,       0.041602 ,   0.611198
   rocblas_wo_dt ,   SP ,  2400 ,    11 ,  2400 ,    3314.391475 ,       0.036252 ,       0.036480 ,   0.631371
   rocblas_wo_dt ,   SP ,  2500 ,    11 ,  2500 ,    3119.649981 ,       0.041769 ,       0.042050 ,   0.673554
   rocblas_wo_dt ,   SP ,  2600 ,    11 ,  2600 ,    3350.153400 ,       0.042109 ,       0.042369 ,   0.617144
   rocblas_wo_dt ,   SP ,  2700 ,    11 ,  2700 ,    3310.326505 ,       0.046051 ,       0.046239 ,   0.409009
   rocblas_wo_dt ,   SP ,  2800 ,    11 ,  2800 ,    3344.764712 ,       0.049000 ,       0.049179 ,   0.364928
   rocblas_wo_dt ,   SP ,  2900 ,    11 ,  2900 ,    3274.801281 ,       0.053680 ,       0.053859 ,   0.333111
   rocblas_wo_dt ,   SP ,  3000 ,    11 ,  3000 ,    2815.363256 ,       0.066960 ,       0.067091 ,   0.195834
   rocblas_wo_dt ,   SP ,   500 ,    12 ,   500 ,     855.318742 ,       0.006649 ,       0.006719 ,   1.039799
   rocblas_wo_dt ,   SP ,   600 ,    12 ,   600 ,    1157.953602 ,       0.007031 ,       0.007160 ,   1.831129
   rocblas_wo_dt ,   SP ,   700 ,    12 ,   700 ,    1381.443600 ,       0.008080 ,       0.008140 ,   0.737681
   rocblas_wo_dt ,   SP ,   800 ,    12 ,   800 ,    1697.537950 ,       0.008481 ,       0.008578 ,   1.152657
   rocblas_wo_dt ,   SP ,   900 ,    12 ,   900 ,    1745.993529 ,       0.009382 ,       0.009611 ,   2.439644
   rocblas_wo_dt ,   SP ,  1000 ,    12 ,  1000 ,    2053.223246 ,       0.011178 ,       0.011196 ,   0.159969
   rocblas_wo_dt ,   SP ,  1100 ,    12 ,  1100 ,    2045.852182 ,       0.013474 ,       0.013594 ,   0.888260
   rocblas_wo_dt ,   SP ,  1200 ,    12 ,  1200 ,    2603.019748 ,       0.012669 ,       0.012719 ,   0.393316
   rocblas_wo_dt ,   SP ,  1300 ,    12 ,  1300 ,    2206.119241 ,       0.017259 ,       0.017350 ,   0.524934
   rocblas_wo_dt ,   SP ,  1400 ,    12 ,  1400 ,    1672.296495 ,       0.026579 ,       0.026870 ,   1.094367
   rocblas_wo_dt ,   SP ,  1500 ,    12 ,  1500 ,    2062.812013 ,       0.024121 ,       0.024972 ,   3.528714
   rocblas_wo_dt ,   SP ,  1600 ,    12 ,  1600 ,    2707.752190 ,       0.021000 ,       0.021720 ,   3.428701
   rocblas_wo_dt ,   SP ,  1700 ,    12 ,  1700 ,    2310.754333 ,       0.028573 ,       0.028779 ,   0.720937
   rocblas_wo_dt ,   SP ,  1800 ,    12 ,  1800 ,    2766.512962 ,       0.026062 ,       0.026550 ,   1.875400
   rocblas_wo_dt ,   SP ,  1900 ,    12 ,  1900 ,    2488.634866 ,       0.033040 ,       0.033259 ,   0.663876
   rocblas_wo_dt ,   SP ,  2000 ,    12 ,  2000 ,    3016.756191 ,       0.030391 ,       0.030486 ,   0.313017
   rocblas_wo_dt ,   SP ,  2100 ,    12 ,  2100 ,    2842.823851 ,       0.035100 ,       0.035710 ,   1.738894
   rocblas_wo_dt ,   SP ,  2200 ,    12 ,  2200 ,    3014.188606 ,       0.036671 ,       0.036910 ,   0.650153
   rocblas_wo_dt ,   SP ,  2300 ,    12 ,  2300 ,    2877.670887 ,       0.041981 ,       0.042288 ,   0.732622
   rocblas_wo_dt ,   SP ,  2400 ,    12 ,  2400 ,    3582.626492 ,       0.036471 ,       0.036991 ,   1.425116
   rocblas_wo_dt ,   SP ,  2500 ,    12 ,  2500 ,    3361.258375 ,       0.042560 ,       0.042689 ,   0.302504
   rocblas_wo_dt ,   SP ,  2600 ,    12 ,  2600 ,    3605.897552 ,       0.042770 ,       0.043099 ,   0.769274
   rocblas_wo_dt ,   SP ,  2700 ,    12 ,  2700 ,    3612.757408 ,       0.046158 ,       0.046389 ,   0.501033
   rocblas_wo_dt ,   SP ,  2800 ,    12 ,  2800 ,    3650.158945 ,       0.049112 ,       0.049400 ,   0.587407
   rocblas_wo_dt ,   SP ,  2900 ,    12 ,  2900 ,    3575.409478 ,       0.053880 ,       0.054090 ,   0.389398
   rocblas_wo_dt ,   SP ,  3000 ,    12 ,  3000 ,    2981.285486 ,       0.069289 ,       0.069420 ,   0.189251
   rocblas_wo_dt ,   SP ,   500 ,    13 ,   500 ,     908.179692 ,       0.006850 ,       0.006881 ,   0.452489
   rocblas_wo_dt ,   SP ,   600 ,    13 ,   600 ,    1231.641965 ,       0.007222 ,       0.007310 ,   1.221525
   rocblas_wo_dt ,   SP ,   700 ,    13 ,   700 ,    1490.815921 ,       0.008090 ,       0.008230 ,   1.738874
   rocblas_wo_dt ,   SP ,   800 ,    13 ,   800 ,    1813.702339 ,       0.008700 ,       0.008819 ,   1.370238
   rocblas_wo_dt ,   SP ,   900 ,    13 ,   900 ,    1809.272754 ,       0.009489 ,       0.009680 ,   2.010050
   rocblas_wo_dt ,   SP ,  1000 ,    13 ,  1000 ,    1856.135999 ,       0.011261 ,       0.011621 ,   3.197120
   rocblas_wo_dt ,   SP ,  1100 ,    13 ,  1100 ,    1942.430495 ,       0.015332 ,       0.015577 ,   1.598582
   rocblas_wo_dt ,   SP ,  1200 ,    13 ,  1200 ,    2809.732295 ,       0.012763 ,       0.012814 ,   0.399761
   rocblas_wo_dt ,   SP ,  1300 ,    13 ,  1300 ,    2349.686461 ,       0.017228 ,       0.017610 ,   2.214226
   rocblas_wo_dt ,   SP ,  1400 ,    13 ,  1400 ,    1813.376250 ,       0.026779 ,       0.026970 ,   0.712251
   rocblas_wo_dt ,   SP ,  1500 ,    13 ,  1500 ,    1977.488651 ,       0.028254 ,       0.028454 ,   0.708831
   rocblas_wo_dt ,   SP ,  1600 ,    13 ,  1600 ,    2914.852111 ,       0.021410 ,       0.021880 ,   2.193764
   rocblas_wo_dt ,   SP ,  1700 ,    13 ,  1700 ,    2660.375783 ,       0.026121 ,       0.027161 ,   3.979555
   rocblas_wo_dt ,   SP ,  1800 ,    13 ,  1800 ,    2989.604930 ,       0.026309 ,       0.026598 ,   1.096511
   rocblas_wo_dt ,   SP ,  1900 ,    13 ,  1900 ,    2685.420898 ,       0.033181 ,       0.033560 ,   1.142488
   rocblas_wo_dt ,   SP ,  2000 ,    13 ,  2000 ,    3339.761367 ,       0.029140 ,       0.030010 ,   2.986418
   rocblas_wo_dt ,   SP ,  2100 ,    13 ,  2100 ,    3008.701236 ,       0.036461 ,       0.036600 ,   0.379258
   rocblas_wo_dt ,   SP ,  2200 ,    13 ,  2200 ,    3192.194330 ,       0.036910 ,       0.037899 ,   2.680705
   rocblas_wo_dt ,   SP ,  2300 ,    13 ,  2300 ,    3089.439253 ,       0.042410 ,       0.042810 ,   0.944457
   rocblas_wo_dt ,   SP ,  2400 ,    13 ,  2400 ,    3836.179608 ,       0.037291 ,       0.037541 ,   0.671313
   rocblas_wo_dt ,   SP ,  2500 ,    13 ,  2500 ,    3592.005069 ,       0.042579 ,       0.043561 ,   2.306960
   rocblas_wo_dt ,   SP ,  2600 ,    13 ,  2600 ,    3867.076154 ,       0.043471 ,       0.043709 ,   0.548456
   rocblas_wo_dt ,   SP ,  2700 ,    13 ,  2700 ,    3920.965534 ,       0.046120 ,       0.046461 ,   0.739247
   rocblas_wo_dt ,   SP ,  2800 ,    13 ,  2800 ,    3958.227661 ,       0.049310 ,       0.049498 ,   0.381975
   rocblas_wo_dt ,   SP ,  2900 ,    13 ,  2900 ,    3891.056704 ,       0.053780 ,       0.054018 ,   0.443321
   rocblas_wo_dt ,   SP ,  3000 ,    13 ,  3000 ,    3160.241146 ,       0.070989 ,       0.071142 ,   0.214945
   rocblas_wo_dt ,   SP ,   500 ,    14 ,   500 ,     965.411759 ,       0.006950 ,       0.006979 ,   0.411664
   rocblas_wo_dt ,   SP ,   600 ,    14 ,   600 ,    1313.265476 ,       0.007288 ,       0.007410 ,   1.668302
   rocblas_wo_dt ,   SP ,   700 ,    14 ,   700 ,    1581.378387 ,       0.008240 ,       0.008359 ,   1.446759
   rocblas_wo_dt ,   SP ,   800 ,    14 ,   800 ,    1837.112078 ,       0.008869 ,       0.009019 ,   1.693548
   rocblas_wo_dt ,   SP ,   900 ,    14 ,   900 ,    2004.567654 ,       0.009611 ,       0.009758 ,   1.538080
   rocblas_wo_dt ,   SP ,  1000 ,    14 ,  1000 ,    2419.484537 ,       0.011138 ,       0.011159 ,   0.186228
   rocblas_wo_dt ,   SP ,  1100 ,    14 ,  1100 ,    1930.699404 ,       0.016644 ,       0.016921 ,   1.664518
   rocblas_wo_dt ,   SP ,  1200 ,    14 ,  1200 ,    3011.114667 ,       0.012871 ,       0.012914 ,   0.333426
   rocblas_wo_dt ,   SP ,  1300 ,    14 ,  1300 ,    2518.233012 ,       0.017390 ,       0.017731 ,   1.960515
   rocblas_wo_dt ,   SP ,  1400 ,    14 ,  1400 ,    1836.304503 ,       0.028079 ,       0.028801 ,   2.571069
   rocblas_wo_dt ,   SP ,  1500 ,    14 ,  1500 ,    2138.736822 ,       0.028245 ,       0.028375 ,   0.460884
   rocblas_wo_dt ,   SP ,  1600 ,    14 ,  1600 ,    2870.336075 ,       0.023852 ,       0.024093 ,   1.010565
   rocblas_wo_dt ,   SP ,  1700 ,    14 ,  1700 ,    2855.360315 ,       0.027120 ,       0.027261 ,   0.518681
   rocblas_wo_dt ,   SP ,  1800 ,    14 ,  1800 ,    3178.725867 ,       0.026560 ,       0.027459 ,   3.384201
   rocblas_wo_dt ,   SP ,  1900 ,    14 ,  1900 ,    2881.891194 ,       0.033309 ,       0.033791 ,   1.445852
   rocblas_wo_dt ,   SP ,  2000 ,    14 ,  2000 ,    3551.532087 ,       0.029910 ,       0.030420 ,   1.705859
   rocblas_wo_dt ,   SP ,  2100 ,    14 ,  2100 ,    3160.195301 ,       0.037301 ,       0.037651 ,   0.939597
   rocblas_wo_dt ,   SP ,  2200 ,    14 ,  2200 ,    3359.377460 ,       0.038090 ,       0.038900 ,   2.128192
   rocblas_wo_dt ,   SP ,  2300 ,    14 ,  2300 ,    3311.629530 ,       0.042899 ,       0.043108 ,   0.489079
   rocblas_wo_dt ,   SP ,  2400 ,    14 ,  2400 ,    4094.027715 ,       0.037649 ,       0.037971 ,   0.854917
   rocblas_wo_dt ,   SP ,  2500 ,    14 ,  2500 ,    3813.753552 ,       0.043960 ,       0.044239 ,   0.634559
   rocblas_wo_dt ,   SP ,  2600 ,    14 ,  2600 ,    4130.734024 ,       0.044031 ,       0.044169 ,   0.314057
   rocblas_wo_dt ,   SP ,  2700 ,    14 ,  2700 ,    4200.189980 ,       0.046530 ,       0.046859 ,   0.707112
   rocblas_wo_dt ,   SP ,  2800 ,    14 ,  2800 ,    4232.641259 ,       0.049760 ,       0.049980 ,   0.440803
   rocblas_wo_dt ,   SP ,  2900 ,    14 ,  2900 ,    4201.829143 ,       0.053399 ,       0.054021 ,   1.165335
   rocblas_wo_dt ,   SP ,  3000 ,    14 ,  3000 ,    3299.229375 ,       0.073528 ,       0.073619 ,   0.123217
   rocblas_wo_dt ,   SP ,   500 ,    15 ,   500 ,    1009.993325 ,       0.007131 ,       0.007172 ,   0.568372
   rocblas_wo_dt ,   SP ,   600 ,    15 ,   600 ,    1373.501533 ,       0.007520 ,       0.007601 ,   1.077996
   rocblas_wo_dt ,   SP ,   700 ,    15 ,   700 ,    1653.059368 ,       0.008500 ,       0.008590 ,   1.065919
   rocblas_wo_dt ,   SP ,   800 ,    15 ,   800 ,    1971.915990 ,       0.009170 ,       0.009320 ,   1.638066
   rocblas_wo_dt ,   SP ,   900 ,    15 ,   900 ,    2145.367093 ,       0.009708 ,       0.009880 ,   1.768173
   rocblas_wo_dt ,   SP ,  1000 ,    15 ,  1000 ,    2592.419662 ,       0.011165 ,       0.011185 ,   0.179376
   rocblas_wo_dt ,   SP ,  1100 ,    15 ,  1100 ,    1957.837269 ,       0.017140 ,       0.017829 ,   4.020030
   rocblas_wo_dt ,   SP ,  1200 ,    15 ,  1200 ,    3117.290074 ,       0.013229 ,       0.013387 ,   1.193072
   rocblas_wo_dt ,   SP ,  1300 ,    15 ,  1300 ,    2640.956028 ,       0.018048 ,       0.018139 ,   0.501981
   rocblas_wo_dt ,   SP ,  1400 ,    15 ,  1400 ,    2263.595623 ,       0.024681 ,       0.024951 ,   1.091576
   rocblas_wo_dt ,   SP ,  1500 ,    15 ,  1500 ,    2288.849332 ,       0.028403 ,       0.028490 ,   0.306385
   rocblas_wo_dt ,   SP ,  1600 ,    15 ,  1600 ,    2878.238034 ,       0.025519 ,       0.025816 ,   1.164116
   rocblas_wo_dt ,   SP ,  1700 ,    15 ,  1700 ,    3091.695974 ,       0.026550 ,       0.026801 ,   0.942888
   rocblas_wo_dt ,   SP ,  1800 ,    15 ,  1800 ,    3452.524089 ,       0.026350 ,       0.027180 ,   3.148751
   rocblas_wo_dt ,   SP ,  1900 ,    15 ,  1900 ,    3034.938202 ,       0.034111 ,       0.034518 ,   1.195219
   rocblas_wo_dt ,   SP ,  2000 ,    15 ,  2000 ,    3717.700602 ,       0.030770 ,       0.031211 ,   1.433442
   rocblas_wo_dt ,   SP ,  2100 ,    15 ,  2100 ,    3318.727845 ,       0.038049 ,       0.038540 ,   1.290808
   rocblas_wo_dt ,   SP ,  2200 ,    15 ,  2200 ,    3521.935692 ,       0.039670 ,       0.039818 ,   0.372619
   rocblas_wo_dt ,   SP ,  2300 ,    15 ,  2300 ,    3506.844974 ,       0.043519 ,       0.043709 ,   0.438284
   rocblas_wo_dt ,   SP ,  2400 ,    15 ,  2400 ,    4295.633949 ,       0.038650 ,       0.038900 ,   0.647708
   rocblas_wo_dt ,   SP ,  2500 ,    15 ,  2500 ,    4040.794800 ,       0.044589 ,       0.044849 ,   0.582825
   rocblas_wo_dt ,   SP ,  2600 ,    15 ,  2600 ,    4344.931496 ,       0.044899 ,       0.045092 ,   0.430119
   rocblas_wo_dt ,   SP ,  2700 ,    15 ,  2700 ,    4428.733661 ,       0.047152 ,       0.047700 ,   1.162967
   rocblas_wo_dt ,   SP ,  2800 ,    15 ,  2800 ,    4472.834101 ,       0.050552 ,       0.050831 ,   0.551809
   rocblas_wo_dt ,   SP ,  2900 ,    15 ,  2900 ,    4427.532572 ,       0.054801 ,       0.055091 ,   0.530781
   rocblas_wo_dt ,   SP ,  3000 ,    15 ,  3000 ,    3451.926561 ,       0.075459 ,       0.075560 ,   0.132701
   rocblas_wo_dt ,   SP ,   500 ,    16 ,   500 ,    1124.272492 ,       0.006859 ,       0.006890 ,   0.451860
   rocblas_wo_dt ,   SP ,   600 ,    16 ,   600 ,    1479.850403 ,       0.007410 ,       0.007548 ,   1.866152
   rocblas_wo_dt ,   SP ,   700 ,    16 ,   700 ,    1783.164035 ,       0.008440 ,       0.008521 ,   0.960452
   rocblas_wo_dt ,   SP ,   800 ,    16 ,   800 ,    2032.011060 ,       0.009279 ,       0.009379 ,   1.079137
   rocblas_wo_dt ,   SP ,   900 ,    16 ,   900 ,    2334.796123 ,       0.009429 ,       0.009592 ,   1.719343
   rocblas_wo_dt ,   SP ,  1000 ,    16 ,  1000 ,    2911.082996 ,       0.010630 ,       0.010649 ,   0.177186
   rocblas_wo_dt ,   SP ,  1100 ,    16 ,  1100 ,    3090.159967 ,       0.012106 ,       0.012138 ,   0.261930
   rocblas_wo_dt ,   SP ,  1200 ,    16 ,  1200 ,    3682.722346 ,       0.012065 ,       0.012114 ,   0.405106
   rocblas_wo_dt ,   SP ,  1300 ,    16 ,  1300 ,    2970.230977 ,       0.016980 ,       0.017440 ,   2.709913
   rocblas_wo_dt ,   SP ,  1400 ,    16 ,  1400 ,    2249.311557 ,       0.025630 ,       0.026791 ,   4.530232
   rocblas_wo_dt ,   SP ,  1500 ,    16 ,  1500 ,    2441.828383 ,       0.028034 ,       0.028591 ,   1.986682
   rocblas_wo_dt ,   SP ,  1600 ,    16 ,  1600 ,    3881.804227 ,       0.019960 ,       0.020370 ,   2.054467
   rocblas_wo_dt ,   SP ,  1700 ,    16 ,  1700 ,    3127.699412 ,       0.028448 ,       0.028594 ,   0.512906
   rocblas_wo_dt ,   SP ,  1800 ,    16 ,  1800 ,    3489.935098 ,       0.028611 ,       0.028782 ,   0.598318
   rocblas_wo_dt ,   SP ,  1900 ,    16 ,  1900 ,    3306.934860 ,       0.033090 ,       0.033960 ,   2.629873
   rocblas_wo_dt ,   SP ,  2000 ,    16 ,  2000 ,    4200.012754 ,       0.028839 ,       0.029511 ,   2.331349
   rocblas_wo_dt ,   SP ,  2100 ,    16 ,  2100 ,    3906.170214 ,       0.034549 ,       0.034990 ,   1.276654
   rocblas_wo_dt ,   SP ,  2200 ,    16 ,  2200 ,    4252.575045 ,       0.035021 ,       0.035288 ,   0.762475
   rocblas_wo_dt ,   SP ,  2300 ,    16 ,  2300 ,    3888.315445 ,       0.041800 ,       0.042191 ,   0.935432
   rocblas_wo_dt ,   SP ,  2400 ,    16 ,  2400 ,    4865.954071 ,       0.036418 ,       0.036719 ,   0.824877
   rocblas_wo_dt ,   SP ,  2500 ,    16 ,  2500 ,    4578.289713 ,       0.041850 ,       0.042269 ,   1.002678
   rocblas_wo_dt ,   SP ,  2600 ,    16 ,  2600 ,    4953.427048 ,       0.041988 ,       0.042238 ,   0.596218
   rocblas_wo_dt ,   SP ,  2700 ,    16 ,  2700 ,    4980.531835 ,       0.044539 ,       0.045438 ,   2.018093
   rocblas_wo_dt ,   SP ,  2800 ,    16 ,  2800 ,    5001.350383 ,       0.048330 ,       0.048580 ,   0.517981
   rocblas_wo_dt ,   SP ,  2900 ,    16 ,  2900 ,    4928.749206 ,       0.052640 ,       0.052879 ,   0.452919
   rocblas_wo_dt ,   SP ,  3000 ,    16 ,  3000 ,    4315.888166 ,       0.064421 ,       0.064590 ,   0.262768
   rocblas_wo_dt ,   SP ,   500 ,    17 ,   500 ,    1085.173990 ,       0.007570 ,       0.007598 ,   0.377953
   rocblas_wo_dt ,   SP ,   600 ,    17 ,   600 ,    1478.266934 ,       0.007970 ,       0.008030 ,   0.747831
   rocblas_wo_dt ,   SP ,   700 ,    17 ,   700 ,    1751.342084 ,       0.009151 ,       0.009241 ,   0.990099
   rocblas_wo_dt ,   SP ,   800 ,    17 ,   800 ,    1976.510851 ,       0.010080 ,       0.010240 ,   1.584674
   rocblas_wo_dt ,   SP ,   900 ,    17 ,   900 ,    2625.306257 ,       0.010167 ,       0.010182 ,   0.147735
   rocblas_wo_dt ,   SP ,  1000 ,    17 ,  1000 ,    2782.589101 ,       0.011843 ,       0.011859 ,   0.134882
