          kernel ,  prs ,     m ,     n ,     p ,        GLOPS/s ,   minimum (ms) ,     median (ms),   stab (%)
         rocblas ,   SP ,  2200 ,     2 ,  2200 ,       6.586791 ,       2.187581 ,       2.197881 ,   0.470825
         rocblas ,   SP ,  2300 ,     2 ,  2300 ,       6.880544 ,       2.276721 ,       2.299962 ,   1.020812
         rocblas ,   SP ,  2400 ,     2 ,  2400 ,       6.623225 ,       2.597580 ,       2.608900 ,   0.435795
         rocblas ,   SP ,  2500 ,     2 ,  2500 ,       6.713791 ,       2.778959 ,       2.792039 ,   0.470667
         rocblas ,   SP ,  2600 ,     2 ,  2600 ,       6.748136 ,       2.998242 ,       3.000383 ,   0.071408
         rocblas ,   SP ,  2700 ,     2 ,  2700 ,       6.942471 ,       3.132601 ,       3.149600 ,   0.542656
         rocblas ,   SP ,  2800 ,     2 ,  2800 ,       6.958743 ,       3.359337 ,       3.376141 ,   0.500210
         rocblas ,   SP ,  2900 ,     2 ,  2900 ,       7.196667 ,       3.495040 ,       3.503399 ,   0.239166
         rocblas ,   SP ,  3000 ,     2 ,  3000 ,       7.267019 ,       3.654561 ,       3.712740 ,   1.591953
         rocblas ,   SP ,   500 ,     3 ,   500 ,       6.401012 ,       0.191139 ,       0.191717 ,   0.302194
         rocblas ,   SP ,   600 ,     3 ,   600 ,       4.822840 ,       0.370321 ,       0.371413 ,   0.294940
         rocblas ,   SP ,   700 ,     3 ,   700 ,       5.511847 ,       0.435486 ,       0.445154 ,   2.220019
         rocblas ,   SP ,   800 ,     3 ,   800 ,       6.190064 ,       0.504479 ,       0.511797 ,   1.450648
         rocblas ,   SP ,   900 ,     3 ,   900 ,       5.926547 ,       0.669029 ,       0.680795 ,   1.758767
         rocblas ,   SP ,  1000 ,     3 ,  1000 ,       4.999540 ,       0.999503 ,       1.000004 ,   0.050093
         rocblas ,   SP ,  1100 ,     3 ,  1100 ,       6.046622 ,       0.997739 ,       1.000018 ,   0.228445
         rocblas ,   SP ,  1200 ,     3 ,  1200 ,       7.200638 ,       0.996299 ,       1.000018 ,   0.373315
         rocblas ,   SP ,  1300 ,     3 ,  1300 ,       8.450455 ,       0.996919 ,       0.999999 ,   0.308989
         rocblas ,   SP ,  1400 ,     3 ,  1400 ,       8.905979 ,       1.088181 ,       1.099939 ,   1.080593
         rocblas ,   SP ,  1500 ,     3 ,  1500 ,       9.466009 ,       1.165619 ,       1.177721 ,   1.038258
         rocblas ,   SP ,  1600 ,     3 ,  1600 ,       9.475145 ,       1.333241 ,       1.346822 ,   1.018594
         rocblas ,   SP ,  1700 ,     3 ,  1700 ,       9.630936 ,       1.496639 ,       1.500101 ,   0.231307
         rocblas ,   SP ,  1800 ,     3 ,  1800 ,      10.619145 ,       1.505218 ,       1.523943 ,   1.244033
         rocblas ,   SP ,  1900 ,     3 ,  1900 ,       9.844275 ,       1.793580 ,       1.824799 ,   1.740571
         rocblas ,   SP ,  2000 ,     3 ,  2000 ,       9.960944 ,       1.991477 ,       2.000160 ,   0.436018
         rocblas ,   SP ,  2100 ,     3 ,  2100 ,      11.020116 ,       1.995540 ,       2.000318 ,   0.239429
         rocblas ,   SP ,  2200 ,     3 ,  2200 ,      11.249820 ,       2.126904 ,       2.136040 ,   0.429554
         rocblas ,   SP ,  2300 ,     3 ,  2300 ,      11.561158 ,       2.250781 ,       2.280397 ,   1.315826
         rocblas ,   SP ,  2400 ,     3 ,  2400 ,      10.901962 ,       2.612281 ,       2.629619 ,   0.663704
         rocblas ,   SP ,  2500 ,     3 ,  2500 ,      11.225434 ,       2.751904 ,       2.780261 ,   1.030469
         rocblas ,   SP ,  2600 ,     3 ,  2600 ,      11.212367 ,       2.997923 ,       3.001180 ,   0.108635
         rocblas ,   SP ,  2700 ,     3 ,  2700 ,      11.689196 ,       3.076921 ,       3.112283 ,   1.149274
         rocblas ,   SP ,  2800 ,     3 ,  2800 ,      11.803639 ,       3.307638 ,       3.315821 ,   0.247383
         rocblas ,   SP ,  2900 ,     3 ,  2900 ,      11.982314 ,       3.493862 ,       3.499064 ,   0.148898
         rocblas ,   SP ,  3000 ,     3 ,  3000 ,      12.088436 ,       3.700018 ,       3.721957 ,   0.592951
         rocblas ,   SP ,   500 ,     4 ,   500 ,       8.971031 ,       0.190464 ,       0.191781 ,   0.691382
         rocblas ,   SP ,   600 ,     4 ,   600 ,       7.173071 ,       0.349360 ,       0.350445 ,   0.310623
         rocblas ,   SP ,   700 ,     4 ,   700 ,       7.845216 ,       0.436293 ,       0.436850 ,   0.127638
         rocblas ,   SP ,   800 ,     4 ,   800 ,       8.780160 ,       0.504385 ,       0.509371 ,   0.988436
         rocblas ,   SP ,   900 ,     4 ,   900 ,       8.375619 ,       0.668051 ,       0.676287 ,   1.232835
         rocblas ,   SP ,  1000 ,     4 ,  1000 ,       7.002467 ,       0.997000 ,       0.999961 ,   0.297007
         rocblas ,   SP ,  1100 ,     4 ,  1100 ,       8.470011 ,       0.997319 ,       0.999999 ,   0.268703
         rocblas ,   SP ,  1200 ,     4 ,  1200 ,      10.052081 ,       0.999403 ,       1.000023 ,   0.062026
         rocblas ,   SP ,  1300 ,     4 ,  1300 ,      11.806731 ,       0.997877 ,       1.000042 ,   0.216945
         rocblas ,   SP ,  1400 ,     4 ,  1400 ,      12.313199 ,       1.107521 ,       1.113863 ,   0.572624
         rocblas ,   SP ,  1500 ,     4 ,  1500 ,      13.348578 ,       1.165099 ,       1.174140 ,   0.775971
         rocblas ,   SP ,  1600 ,     4 ,  1600 ,      13.186933 ,       1.333079 ,       1.353159 ,   1.506258
         rocblas ,   SP ,  1700 ,     4 ,  1700 ,      13.486183 ,       1.495700 ,       1.500077 ,   0.292663
         rocblas ,   SP ,  1800 ,     4 ,  1800 ,      14.688543 ,       1.509399 ,       1.535902 ,   1.755838
         rocblas ,   SP ,  1900 ,     4 ,  1900 ,      13.603862 ,       1.800499 ,       1.866817 ,   3.683341
         rocblas ,   SP ,  2000 ,     4 ,  2000 ,      14.001011 ,       1.989317 ,       2.000079 ,   0.541000
         rocblas ,   SP ,  2100 ,     4 ,  2100 ,      15.305943 ,       1.997719 ,       2.004600 ,   0.344431
         rocblas ,   SP ,  2200 ,     4 ,  2200 ,      15.526303 ,       2.157240 ,       2.173142 ,   0.737170
         rocblas ,   SP ,  2300 ,     4 ,  2300 ,      16.041121 ,       2.285681 ,       2.296357 ,   0.467099
         rocblas ,   SP ,  2400 ,     4 ,  2400 ,      15.331561 ,       2.617879 ,       2.626138 ,   0.315478
         rocblas ,   SP ,  2500 ,     4 ,  2500 ,      15.766469 ,       2.749019 ,       2.773781 ,   0.900763
         rocblas ,   SP ,  2600 ,     4 ,  2600 ,      15.756088 ,       2.997499 ,       3.000140 ,   0.088129
         rocblas ,   SP ,  2700 ,     4 ,  2700 ,      16.334798 ,       3.093157 ,       3.122020 ,   0.933123
         rocblas ,   SP ,  2800 ,     4 ,  2800 ,      16.353697 ,       3.328156 ,       3.338761 ,   0.318641
         rocblas ,   SP ,  2900 ,     4 ,  2900 ,      16.864643 ,       3.463702 ,       3.491163 ,   0.792824
         rocblas ,   SP ,  3000 ,     4 ,  3000 ,      16.832960 ,       3.709822 ,       3.727961 ,   0.488942
         rocblas ,   SP ,   500 ,     5 ,   500 ,      13.086942 ,       0.168464 ,       0.168696 ,   0.137512
         rocblas ,   SP ,   600 ,     5 ,   600 ,       9.065016 ,       0.355903 ,       0.357029 ,   0.316571
         rocblas ,   SP ,   700 ,     5 ,   700 ,      10.060668 ,       0.435608 ,       0.436300 ,   0.158919
         rocblas ,   SP ,   800 ,     5 ,   800 ,      11.205782 ,       0.504390 ,       0.508085 ,   0.732554
         rocblas ,   SP ,   900 ,     5 ,   900 ,      10.581828 ,       0.670133 ,       0.683066 ,   1.929833
         rocblas ,   SP ,  1000 ,     5 ,  1000 ,       8.999984 ,       0.994639 ,       1.000042 ,   0.543168
         rocblas ,   SP ,  1100 ,     5 ,  1100 ,      10.889862 ,       0.998802 ,       0.999999 ,   0.119830
         rocblas ,   SP ,  1200 ,     5 ,  1200 ,      12.945858 ,       0.996523 ,       1.000061 ,   0.355048
         rocblas ,   SP ,  1300 ,     5 ,  1300 ,      15.166037 ,       0.989480 ,       1.000037 ,   1.066942
         rocblas ,   SP ,  1400 ,     5 ,  1400 ,      15.767372 ,       1.090617 ,       1.115699 ,   2.299765
         rocblas ,   SP ,  1500 ,     5 ,  1500 ,      17.069843 ,       1.176043 ,       1.184440 ,   0.714013
         rocblas ,   SP ,  1600 ,     5 ,  1600 ,      16.598126 ,       1.332941 ,       1.384482 ,   3.866737
         rocblas ,   SP ,  1700 ,     5 ,  1700 ,      17.230607 ,       1.497140 ,       1.500139 ,   0.200336
         rocblas ,   SP ,  1800 ,     5 ,  1800 ,      18.851646 ,       1.519103 ,       1.539459 ,   1.340013
         rocblas ,   SP ,  1900 ,     5 ,  1900 ,      17.641580 ,       1.809959 ,       1.838660 ,   1.585717
         rocblas ,   SP ,  2000 ,     5 ,  2000 ,      17.931353 ,       1.991901 ,       2.000160 ,   0.414620
         rocblas ,   SP ,  2100 ,     5 ,  2100 ,      19.361235 ,       1.999717 ,       2.052202 ,   2.624645
         rocblas ,   SP ,  2200 ,     5 ,  2200 ,      19.977772 ,       2.168598 ,       2.179422 ,   0.499134
         rocblas ,   SP ,  2300 ,     5 ,  2300 ,      20.785345 ,       2.251139 ,       2.275720 ,   1.091934
         rocblas ,   SP ,  2400 ,     5 ,  2400 ,      19.741585 ,       2.608461 ,       2.620721 ,   0.469989
         rocblas ,   SP ,  2500 ,     5 ,  2500 ,      20.198099 ,       2.768340 ,       2.779579 ,   0.405985
         rocblas ,   SP ,  2600 ,     5 ,  2600 ,      20.266854 ,       2.995958 ,       3.000298 ,   0.144836
         rocblas ,   SP ,  2700 ,     5 ,  2700 ,      21.208846 ,       3.076482 ,       3.086920 ,   0.339283
         rocblas ,   SP ,  2800 ,     5 ,  2800 ,      21.211220 ,       3.299723 ,       3.313661 ,   0.422398
         rocblas ,   SP ,  2900 ,     5 ,  2900 ,      21.565494 ,       3.490896 ,       3.502340 ,   0.327827
         rocblas ,   SP ,  3000 ,     5 ,  3000 ,      21.597123 ,       3.730659 ,       3.749037 ,   0.492602
         rocblas ,   SP ,   500 ,     6 ,   500 ,      15.492459 ,       0.173611 ,       0.174015 ,   0.232893
         rocblas ,   SP ,   600 ,     6 ,   600 ,      11.247443 ,       0.350124 ,       0.350947 ,   0.234819
         rocblas ,   SP ,   700 ,     6 ,   700 ,      12.133495 ,       0.442914 ,       0.444175 ,   0.284527
         rocblas ,   SP ,   800 ,     6 ,   800 ,      13.734181 ,       0.504075 ,       0.505436 ,   0.270022
         rocblas ,   SP ,   900 ,     6 ,   900 ,      12.918609 ,       0.665984 ,       0.677589 ,   1.742591
         rocblas ,   SP ,  1000 ,     6 ,  1000 ,      11.001383 ,       0.997200 ,       1.000023 ,   0.283080
         rocblas ,   SP ,  1100 ,     6 ,  1100 ,      13.309747 ,       0.999398 ,       0.999999 ,   0.060118
         rocblas ,   SP ,  1200 ,     6 ,  1200 ,      15.842073 ,       0.997357 ,       1.000023 ,   0.267258
         rocblas ,   SP ,  1300 ,     6 ,  1300 ,      18.577299 ,       0.997796 ,       1.000023 ,   0.223175
         rocblas ,   SP ,  1400 ,     6 ,  1400 ,      19.334419 ,       1.107740 ,       1.113324 ,   0.504068
         rocblas ,   SP ,  1500 ,     6 ,  1500 ,      20.850967 ,       1.168199 ,       1.177840 ,   0.825343
         rocblas ,   SP ,  1600 ,     6 ,  1600 ,      20.392759 ,       1.333399 ,       1.373277 ,   2.990695
         rocblas ,   SP ,  1700 ,     6 ,  1700 ,      21.130974 ,       1.497779 ,       1.500101 ,   0.155043
         rocblas ,   SP ,  1800 ,     6 ,  1800 ,      22.874755 ,       1.543479 ,       1.556120 ,   0.818991
         rocblas ,   SP ,  1900 ,     6 ,  1900 ,      21.713353 ,       1.804843 ,       1.825142 ,   1.124694
         rocblas ,   SP ,  2000 ,     6 ,  2000 ,      21.975612 ,       1.987743 ,       2.000136 ,   0.623471
         rocblas ,   SP ,  2100 ,     6 ,  2100 ,      24.102852 ,       1.998482 ,       2.004580 ,   0.305169
         rocblas ,   SP ,  2200 ,     6 ,  2200 ,      24.598396 ,       2.140803 ,       2.156959 ,   0.754635
         rocblas ,   SP ,  2300 ,     6 ,  2300 ,      25.522397 ,       2.259517 ,       2.270203 ,   0.472929
         rocblas ,   SP ,  2400 ,     6 ,  2400 ,      24.054002 ,       2.616439 ,       2.625818 ,   0.358479
         rocblas ,   SP ,  2500 ,     6 ,  2500 ,      24.796294 ,       2.751598 ,       2.767377 ,   0.573432
         rocblas ,   SP ,  2600 ,     6 ,  2600 ,      24.750091 ,       2.997942 ,       3.000040 ,   0.069984
         rocblas ,   SP ,  2700 ,     6 ,  2700 ,      25.618365 ,       3.109498 ,       3.124199 ,   0.472774
         rocblas ,   SP ,  2800 ,     6 ,  2800 ,      25.694780 ,       3.341823 ,       3.351860 ,   0.300358
         rocblas ,   SP ,  2900 ,     6 ,  2900 ,      26.513606 ,       3.458004 ,       3.488598 ,   0.884726
         rocblas ,   SP ,  3000 ,     6 ,  3000 ,      26.548095 ,       3.707118 ,       3.720303 ,   0.355655
         rocblas ,   SP ,   500 ,     7 ,   500 ,      18.082978 ,       0.175922 ,       0.176245 ,   0.183378
         rocblas ,   SP ,   600 ,     7 ,   600 ,      13.322882 ,       0.349894 ,       0.350534 ,   0.182913
         rocblas ,   SP ,   700 ,     7 ,   700 ,      14.305991 ,       0.443260 ,       0.444389 ,   0.254722
         rocblas ,   SP ,   800 ,     7 ,   800 ,      16.261244 ,       0.504225 ,       0.504910 ,   0.135859
         rocblas ,   SP ,   900 ,     7 ,   900 ,      15.384762 ,       0.665985 ,       0.680810 ,   2.225878
         rocblas ,   SP ,  1000 ,     7 ,  1000 ,      13.000283 ,       0.998840 ,       0.999980 ,   0.114096
         rocblas ,   SP ,  1100 ,     7 ,  1100 ,      15.727869 ,       0.999818 ,       1.000042 ,   0.022415
         rocblas ,   SP ,  1200 ,     7 ,  1200 ,      18.720449 ,       0.998783 ,       1.000023 ,   0.124129
         rocblas ,   SP ,  1300 ,     7 ,  1300 ,      21.973080 ,       0.996881 ,       1.000042 ,   0.317132
         rocblas ,   SP ,  1400 ,     7 ,  1400 ,      22.544913 ,       1.091323 ,       1.127920 ,   3.353476
         rocblas ,   SP ,  1500 ,     7 ,  1500 ,      24.748352 ,       1.165500 ,       1.177382 ,   1.019544
         rocblas ,   SP ,  1600 ,     7 ,  1600 ,      24.113088 ,       1.353617 ,       1.373982 ,   1.504541
         rocblas ,   SP ,  1700 ,     7 ,  1700 ,      24.971333 ,       1.496158 ,       1.500096 ,   0.263253
         rocblas ,   SP ,  1800 ,     7 ,  1800 ,      27.278482 ,       1.520157 ,       1.538620 ,   1.214555
         rocblas ,   SP ,  1900 ,     7 ,  1900 ,      25.646541 ,       1.811500 ,       1.820621 ,   0.503555
         rocblas ,   SP ,  2000 ,     7 ,  2000 ,      25.851384 ,       1.988239 ,       2.000141 ,   0.598613
         rocblas ,   SP ,  2100 ,     7 ,  2100 ,      28.128545 ,       2.000561 ,       2.023783 ,   1.160773
         rocblas ,   SP ,  2200 ,     7 ,  2200 ,      29.107292 ,       2.126403 ,       2.147160 ,   0.976142
         rocblas ,   SP ,  2300 ,     7 ,  2300 ,      29.558663 ,       2.291036 ,       2.311659 ,   0.900170
         rocblas ,   SP ,  2400 ,     7 ,  2400 ,      28.428000 ,       2.617078 ,       2.626982 ,   0.378434
         rocblas ,   SP ,  2500 ,     7 ,  2500 ,      28.797832 ,       2.790599 ,       2.808318 ,   0.634963
         rocblas ,   SP ,  2600 ,     7 ,  2600 ,      29.080135 ,       2.997341 ,       3.003840 ,   0.216835
         rocblas ,   SP ,  2700 ,     7 ,  2700 ,      30.417944 ,       3.080540 ,       3.101997 ,   0.696556
         rocblas ,   SP ,  2800 ,     7 ,  2800 ,      30.491447 ,       3.317556 ,       3.334341 ,   0.505935
         rocblas ,   SP ,  2900 ,     7 ,  2900 ,      31.130415 ,       3.494301 ,       3.499961 ,   0.161980
         rocblas ,   SP ,  3000 ,     7 ,  3000 ,      30.995932 ,       3.753181 ,       3.770418 ,   0.459281
         rocblas ,   SP ,   500 ,     8 ,   500 ,      21.090506 ,       0.174006 ,       0.174541 ,   0.307937
         rocblas ,   SP ,   600 ,     8 ,   600 ,      15.359847 ,       0.350572 ,       0.351259 ,   0.196001
         rocblas ,   SP ,   700 ,     8 ,   700 ,      16.672615 ,       0.437036 ,       0.438464 ,   0.326737
         rocblas ,   SP ,   800 ,     8 ,   800 ,      18.718176 ,       0.504235 ,       0.511606 ,   1.461784
         rocblas ,   SP ,   900 ,     8 ,   900 ,      17.792071 ,       0.665949 ,       0.682640 ,   2.506357
         rocblas ,   SP ,  1000 ,     8 ,  1000 ,      15.004920 ,       0.994363 ,       1.000018 ,   0.568735
         rocblas ,   SP ,  1100 ,     8 ,  1100 ,      18.150777 ,       0.998058 ,       1.000018 ,   0.196361
         rocblas ,   SP ,  1200 ,     8 ,  1200 ,      21.544448 ,       0.995040 ,       1.000023 ,   0.500779
         rocblas ,   SP ,  1300 ,     8 ,  1300 ,      25.334000 ,       0.998759 ,       1.000018 ,   0.126041
         rocblas ,   SP ,  1400 ,     8 ,  1400 ,      26.446287 ,       1.099596 ,       1.104822 ,   0.475278
         rocblas ,   SP ,  1500 ,     8 ,  1500 ,      27.967327 ,       1.197019 ,       1.201000 ,   0.332626
         rocblas ,   SP ,  1600 ,     8 ,  1600 ,      26.295148 ,       1.425424 ,       1.460319 ,   2.448040
         rocblas ,   SP ,  1700 ,     8 ,  1700 ,      28.874971 ,       1.496062 ,       1.500082 ,   0.268688
         rocblas ,   SP ,  1800 ,     8 ,  1800 ,      31.089224 ,       1.548080 ,       1.561499 ,   0.866764
         rocblas ,   SP ,  1900 ,     8 ,  1900 ,      28.698831 ,       1.834922 ,       1.885076 ,   2.733290
         rocblas ,   SP ,  2000 ,     8 ,  2000 ,      29.975279 ,       1.991038 ,       2.000041 ,   0.452160
         rocblas ,   SP ,  2100 ,     8 ,  2100 ,      32.823451 ,       1.996140 ,       2.000203 ,   0.203525
         rocblas ,   SP ,  2200 ,     8 ,  2200 ,      33.636717 ,       2.142220 ,       2.156978 ,   0.688917
         rocblas ,   SP ,  2300 ,     8 ,  2300 ,      33.850372 ,       2.312021 ,       2.328939 ,   0.731749
         rocblas ,   SP ,  2400 ,     8 ,  2400 ,      32.431882 ,       2.640080 ,       2.659559 ,   0.737811
         rocblas ,   SP ,  2500 ,     8 ,  2500 ,      33.779662 ,       2.749043 ,       2.765265 ,   0.590096
         rocblas ,   SP ,  2600 ,     8 ,  2600 ,      33.753826 ,       2.998242 ,       3.000541 ,   0.076657
         rocblas ,   SP ,  2700 ,     8 ,  2700 ,      34.788058 ,       3.122120 ,       3.135962 ,   0.443371
         rocblas ,   SP ,  2800 ,     8 ,  2800 ,      34.869756 ,       3.356657 ,       3.369522 ,   0.383270
         rocblas ,   SP ,  2900 ,     8 ,  2900 ,      35.950503 ,       3.486619 ,       3.498678 ,   0.345871
         rocblas ,   SP ,  3000 ,     8 ,  3000 ,      35.909294 ,       3.739920 ,       3.758621 ,   0.500052
         rocblas ,   SP ,   500 ,     9 ,   500 ,      23.973585 ,       0.173467 ,       0.173951 ,   0.279138
         rocblas ,   SP ,   600 ,     9 ,   600 ,      17.425177 ,       0.349678 ,       0.350823 ,   0.327234
         rocblas ,   SP ,   700 ,     9 ,   700 ,      18.958779 ,       0.437839 ,       0.438821 ,   0.224426
         rocblas ,   SP ,   800 ,     9 ,   800 ,      21.410923 ,       0.504479 ,       0.507117 ,   0.522970
         rocblas ,   SP ,   900 ,     9 ,   900 ,      20.037224 ,       0.667824 ,       0.676521 ,   1.302291
         rocblas ,   SP ,  1000 ,     9 ,  1000 ,      16.996602 ,       0.999079 ,       1.000099 ,   0.102137
         rocblas ,   SP ,  1100 ,     9 ,  1100 ,      20.569312 ,       0.995698 ,       1.000018 ,   0.433881
         rocblas ,   SP ,  1200 ,     9 ,  1200 ,      24.452086 ,       0.997162 ,       0.999999 ,   0.284526
         rocblas ,   SP ,  1300 ,     9 ,  1300 ,      28.656378 ,       0.995221 ,       1.000018 ,   0.482002
         rocblas ,   SP ,  1400 ,     9 ,  1400 ,      29.959856 ,       1.107965 ,       1.113520 ,   0.501384
         rocblas ,   SP ,  1500 ,     9 ,  1500 ,      31.676288 ,       1.198797 ,       1.203318 ,   0.377079
         rocblas ,   SP ,  1600 ,     9 ,  1600 ,      29.833900 ,       1.432481 ,       1.459498 ,   1.886070
         rocblas ,   SP ,  1700 ,     9 ,  1700 ,      32.745480 ,       1.496139 ,       1.500001 ,   0.258157
         rocblas ,   SP ,  1800 ,     9 ,  1800 ,      35.529011 ,       1.523199 ,       1.539502 ,   1.070317
         rocblas ,   SP ,  1900 ,     9 ,  1900 ,      32.523600 ,       1.839781 ,       1.884923 ,   2.453671
         rocblas ,   SP ,  2000 ,     9 ,  2000 ,      33.903048 ,       1.988940 ,       2.000141 ,   0.563159
         rocblas ,   SP ,  2100 ,     9 ,  2100 ,      37.064750 ,       1.997662 ,       2.008400 ,   0.537547
         rocblas ,   SP ,  2200 ,     9 ,  2200 ,      37.863833 ,       2.136941 ,       2.176142 ,   1.834435
         rocblas ,   SP ,  2300 ,     9 ,  2300 ,      38.537803 ,       2.302861 ,       2.327356 ,   1.063682
         rocblas ,   SP ,  2400 ,     9 ,  2400 ,      37.024132 ,       2.630801 ,       2.642460 ,   0.443160
         rocblas ,   SP ,  2500 ,     9 ,  2500 ,      37.599685 ,       2.807517 ,       2.821584 ,   0.501037
         rocblas ,   SP ,  2600 ,     9 ,  2600 ,      38.241077 ,       2.998238 ,       3.000059 ,   0.060753
         rocblas ,   SP ,  2700 ,     9 ,  2700 ,      39.478658 ,       3.121157 ,       3.129158 ,   0.256358
         rocblas ,   SP ,  2800 ,     9 ,  2800 ,      39.124798 ,       3.390622 ,       3.402462 ,   0.349195
         rocblas ,   SP ,  2900 ,     9 ,  2900 ,      40.666808 ,       3.497458 ,       3.505883 ,   0.240910
         rocblas ,   SP ,  3000 ,     9 ,  3000 ,      40.752868 ,       3.740020 ,       3.754520 ,   0.387715
         rocblas ,   SP ,   500 ,    10 ,   500 ,      26.559010 ,       0.175111 ,       0.175601 ,   0.279675
         rocblas ,   SP ,   600 ,    10 ,   600 ,      19.476995 ,       0.350015 ,       0.350469 ,   0.129602
         rocblas ,   SP ,   700 ,    10 ,   700 ,      21.187792 ,       0.438157 ,       0.438878 ,   0.164602
