          kernel ,  prs ,     m ,     n ,     p ,        GLOPS/s ,   minimum (ms) ,     median (ms),   stab (%)
         rocblas ,   SP ,   800 ,    10 ,   800 ,      23.684981 ,       0.503963 ,       0.506958 ,   0.594358
         rocblas ,   SP ,   900 ,    10 ,   900 ,      22.528470 ,       0.665935 ,       0.676625 ,   1.605303
         rocblas ,   SP ,  1000 ,    10 ,  1000 ,      19.000933 ,       0.991678 ,       1.000061 ,   0.845314
         rocblas ,   SP ,  1100 ,    10 ,  1100 ,      22.981564 ,       0.995178 ,       1.000023 ,   0.486814
         rocblas ,   SP ,  1200 ,    10 ,  1200 ,      27.358905 ,       0.997281 ,       0.999985 ,   0.271104
         rocblas ,   SP ,  1300 ,    10 ,  1300 ,      31.992133 ,       0.994802 ,       1.000123 ,   0.534931
         rocblas ,   SP ,  1400 ,    10 ,  1400 ,      33.461423 ,       1.099663 ,       1.104259 ,   0.418011
         rocblas ,   SP ,  1500 ,    10 ,  1500 ,      35.443397 ,       1.198716 ,       1.202221 ,   0.292376
         rocblas ,   SP ,  1600 ,    10 ,  1600 ,      34.310574 ,       1.400242 ,       1.419458 ,   1.372373
         rocblas ,   SP ,  1700 ,    10 ,  1700 ,      36.160984 ,       1.498299 ,       1.511998 ,   0.914339
         rocblas ,   SP ,  1800 ,    10 ,  1800 ,      39.777155 ,       1.524081 ,       1.540837 ,   1.099420
         rocblas ,   SP ,  1900 ,    10 ,  1900 ,      36.704705 ,       1.820097 ,       1.864223 ,   2.424404
         rocblas ,   SP ,  2000 ,    10 ,  2000 ,      38.007442 ,       1.989079 ,       2.000041 ,   0.551134
         rocblas ,   SP ,  2100 ,    10 ,  2100 ,      41.168214 ,       2.003241 ,       2.029481 ,   1.309895
         rocblas ,   SP ,  2200 ,    10 ,  2200 ,      42.380894 ,       2.155800 ,       2.171221 ,   0.715322
         rocblas ,   SP ,  2300 ,    10 ,  2300 ,      44.034431 ,       2.264738 ,       2.275162 ,   0.460259
         rocblas ,   SP ,  2400 ,    10 ,  2400 ,      41.903518 ,       2.599039 ,       2.607799 ,   0.337028
         rocblas ,   SP ,  2500 ,    10 ,  2500 ,      42.193298 ,       2.798424 ,       2.809820 ,   0.407244
         rocblas ,   SP ,  2600 ,    10 ,  2600 ,      42.795398 ,       2.987976 ,       3.000302 ,   0.412528
         rocblas ,   SP ,  2700 ,    10 ,  2700 ,      44.086439 ,       3.115501 ,       3.134742 ,   0.617569
         rocblas ,   SP ,  2800 ,    10 ,  2800 ,      44.808303 ,       3.307943 ,       3.319359 ,   0.345093
         rocblas ,   SP ,  2900 ,    10 ,  2900 ,      45.587955 ,       3.490300 ,       3.498240 ,   0.227469
         rocblas ,   SP ,  3000 ,    10 ,  3000 ,      45.653144 ,       3.711839 ,       3.744540 ,   0.881005
         rocblas ,   SP ,   500 ,    11 ,   500 ,      30.045073 ,       0.170951 ,       0.171596 ,   0.377061
         rocblas ,   SP ,   600 ,    11 ,   600 ,      21.432113 ,       0.351342 ,       0.351841 ,   0.142125
         rocblas ,   SP ,   700 ,    11 ,   700 ,      23.031522 ,       0.439622 ,       0.445850 ,   1.416828
         rocblas ,   SP ,   800 ,    11 ,   800 ,      26.304461 ,       0.504615 ,       0.509685 ,   1.004845
         rocblas ,   SP ,   900 ,    11 ,   900 ,      23.608387 ,       0.702742 ,       0.717619 ,   2.116938
         rocblas ,   SP ,  1000 ,    11 ,  1000 ,      21.005118 ,       0.988955 ,       0.999999 ,   1.116688
         rocblas ,   SP ,  1100 ,    11 ,  1100 ,      25.402374 ,       0.999660 ,       1.000061 ,   0.040068
         rocblas ,   SP ,  1200 ,    11 ,  1200 ,      30.114152 ,       0.994940 ,       1.000056 ,   0.514248
         rocblas ,   SP ,  1300 ,    11 ,  1300 ,      35.335312 ,       0.999899 ,       1.000099 ,   0.020029
         rocblas ,   SP ,  1400 ,    11 ,  1400 ,      36.591024 ,       1.102901 ,       1.124158 ,   1.927409
         rocblas ,   SP ,  1500 ,    11 ,  1500 ,      40.102905 ,       1.172004 ,       1.174102 ,   0.179017
         rocblas ,   SP ,  1600 ,    11 ,  1600 ,      37.585642 ,       1.407399 ,       1.426640 ,   1.367088
         rocblas ,   SP ,  1700 ,    11 ,  1700 ,      40.456928 ,       1.497459 ,       1.499958 ,   0.166858
         rocblas ,   SP ,  1800 ,    11 ,  1800 ,      43.715559 ,       1.527944 ,       1.555119 ,   1.778531
         rocblas ,   SP ,  1900 ,    11 ,  1900 ,      39.918041 ,       1.871262 ,       1.896038 ,   1.324051
         rocblas ,   SP ,  2000 ,    11 ,  2000 ,      41.749978 ,       1.990161 ,       2.001281 ,   0.558741
         rocblas ,   SP ,  2100 ,    11 ,  2100 ,      45.421434 ,       1.999702 ,       2.034001 ,   1.715200
         rocblas ,   SP ,  2200 ,    11 ,  2200 ,      46.816487 ,       2.155600 ,       2.162938 ,   0.340440
         rocblas ,   SP ,  2300 ,    11 ,  2300 ,      47.591237 ,       2.300339 ,       2.320919 ,   0.894664
         rocblas ,   SP ,  2400 ,    11 ,  2400 ,      45.827911 ,       2.616119 ,       2.631340 ,   0.581802
         rocblas ,   SP ,  2500 ,    11 ,  2500 ,      46.633560 ,       2.779980 ,       2.808223 ,   1.015945
         rocblas ,   SP ,  2600 ,    11 ,  2600 ,      47.231656 ,       2.992458 ,       3.000417 ,   0.265949
         rocblas ,   SP ,  2700 ,    11 ,  2700 ,      48.295801 ,       3.152843 ,       3.164997 ,   0.385512
         rocblas ,   SP ,  2800 ,    11 ,  2800 ,      48.786530 ,       3.355279 ,       3.369398 ,   0.420804
         rocblas ,   SP ,  2900 ,    11 ,  2900 ,      50.197879 ,       3.495579 ,       3.504143 ,   0.244995
         rocblas ,   SP ,  3000 ,    11 ,  3000 ,      50.277874 ,       3.711481 ,       3.740621 ,   0.785118
         rocblas ,   SP ,   500 ,    12 ,   500 ,      32.943246 ,       0.170863 ,       0.171237 ,   0.218657
         rocblas ,   SP ,   600 ,    12 ,   600 ,      23.428942 ,       0.351643 ,       0.352926 ,   0.365007
         rocblas ,   SP ,   700 ,    12 ,   700 ,      25.458141 ,       0.438582 ,       0.439678 ,   0.249867
         rocblas ,   SP ,   800 ,    12 ,   800 ,      28.646772 ,       0.504015 ,       0.507038 ,   0.599849
         rocblas ,   SP ,   900 ,    12 ,   900 ,      25.024315 ,       0.724742 ,       0.741477 ,   2.309082
         rocblas ,   SP ,  1000 ,    12 ,  1000 ,      22.997385 ,       0.999622 ,       1.000056 ,   0.043409
         rocblas ,   SP ,  1100 ,    12 ,  1100 ,      27.830319 ,       0.998840 ,       1.000018 ,   0.117916
         rocblas ,   SP ,  1200 ,    12 ,  1200 ,      33.019915 ,       0.999641 ,       1.000042 ,   0.040069
         rocblas ,   SP ,  1300 ,    12 ,  1300 ,      38.848449 ,       0.997682 ,       1.000037 ,   0.236105
         rocblas ,   SP ,  1400 ,    12 ,  1400 ,      40.196335 ,       1.101799 ,       1.113281 ,   1.042135
         rocblas ,   SP ,  1500 ,    12 ,  1500 ,      43.019872 ,       1.199541 ,       1.200700 ,   0.096596
         rocblas ,   SP ,  1600 ,    12 ,  1600 ,      40.890537 ,       1.413002 ,       1.432600 ,   1.386977
         rocblas ,   SP ,  1700 ,    12 ,  1700 ,      44.306272 ,       1.495919 ,       1.500001 ,   0.272857
         rocblas ,   SP ,  1800 ,    12 ,  1800 ,      48.054114 ,       1.532378 ,       1.540222 ,   0.511882
         rocblas ,   SP ,  1900 ,    12 ,  1900 ,      44.239088 ,       1.838036 ,       1.871438 ,   1.817290
         rocblas ,   SP ,  2000 ,    12 ,  2000 ,      45.963498 ,       1.990943 ,       2.000079 ,   0.458888
         rocblas ,   SP ,  2100 ,    12 ,  2100 ,      49.870452 ,       2.000022 ,       2.032580 ,   1.627904
         rocblas ,   SP ,  2200 ,    12 ,  2200 ,      50.684008 ,       2.180820 ,       2.194300 ,   0.618125
         rocblas ,   SP ,  2300 ,    12 ,  2300 ,      52.491804 ,       2.270761 ,       2.310243 ,   1.738718
         rocblas ,   SP ,  2400 ,    12 ,  2400 ,      50.408203 ,       2.600060 ,       2.610660 ,   0.407686
         rocblas ,   SP ,  2500 ,    12 ,  2500 ,      51.752143 ,       2.763977 ,       2.774501 ,   0.380748
         rocblas ,   SP ,  2600 ,    12 ,  2600 ,      51.653256 ,       2.991142 ,       3.000560 ,   0.314847
         rocblas ,   SP ,  2700 ,    12 ,  2700 ,      53.200969 ,       3.140917 ,       3.151479 ,   0.336269
         rocblas ,   SP ,  2800 ,    12 ,  2800 ,      54.104378 ,       3.315859 ,       3.324919 ,   0.273230
         rocblas ,   SP ,  2900 ,    12 ,  2900 ,      55.196340 ,       3.496060 ,       3.504200 ,   0.232822
         rocblas ,   SP ,  3000 ,    12 ,  3000 ,      55.973180 ,       3.670521 ,       3.690481 ,   0.543803
         rocblas ,   SP ,   500 ,    13 ,   500 ,      35.615304 ,       0.171495 ,       0.171979 ,   0.282347
         rocblas ,   SP ,   600 ,    13 ,   600 ,      24.767451 ,       0.362401 ,       0.363327 ,   0.255586
         rocblas ,   SP ,   700 ,    13 ,   700 ,      27.650128 ,       0.439925 ,       0.440753 ,   0.188329
         rocblas ,   SP ,   800 ,    13 ,   800 ,      31.394543 ,       0.504507 ,       0.509343 ,   0.958466
         rocblas ,   SP ,   900 ,    13 ,   900 ,      29.567614 ,       0.669316 ,       0.680722 ,   1.704056
         rocblas ,   SP ,  1000 ,    13 ,  1000 ,      25.001634 ,       0.997758 ,       1.000004 ,   0.225095
         rocblas ,   SP ,  1100 ,    13 ,  1100 ,      30.247624 ,       0.995579 ,       1.000023 ,   0.446386
         rocblas ,   SP ,  1200 ,    13 ,  1200 ,      36.002831 ,       0.995698 ,       1.000023 ,   0.434360
         rocblas ,   SP ,  1300 ,    13 ,  1300 ,      42.254763 ,       0.995040 ,       0.999980 ,   0.496466
         rocblas ,   SP ,  1400 ,    13 ,  1400 ,      43.972654 ,       1.107802 ,       1.113639 ,   0.526853
         rocblas ,   SP ,  1500 ,    13 ,  1500 ,      47.347990 ,       1.176958 ,       1.188078 ,   0.944795
         rocblas ,   SP ,  1600 ,    13 ,  1600 ,      44.598562 ,       1.420999 ,       1.427383 ,   0.449321
         rocblas ,   SP ,  1700 ,    13 ,  1700 ,      47.786010 ,       1.497364 ,       1.500201 ,   0.189478
         rocblas ,   SP ,  1800 ,    13 ,  1800 ,      51.604438 ,       1.559143 ,       1.567001 ,   0.504013
         rocblas ,   SP ,  1900 ,    13 ,  1900 ,      47.564439 ,       1.850839 ,       1.900120 ,   2.662637
         rocblas ,   SP ,  2000 ,    13 ,  2000 ,      49.965859 ,       1.992860 ,       2.000079 ,   0.362259
         rocblas ,   SP ,  2100 ,    13 ,  2100 ,      54.560773 ,       1.996779 ,       2.002759 ,   0.299459
         rocblas ,   SP ,  2200 ,    13 ,  2200 ,      55.006228 ,       2.172999 ,       2.185760 ,   0.587214
         rocblas ,   SP ,  2300 ,    13 ,  2300 ,      56.969838 ,       2.301841 ,       2.312903 ,   0.480599
         rocblas ,   SP ,  2400 ,    13 ,  2400 ,      53.973544 ,       2.644820 ,       2.665124 ,   0.767679
         rocblas ,   SP ,  2500 ,    13 ,  2500 ,      55.379470 ,       2.785420 ,       2.814083 ,   1.029025
         rocblas ,   SP ,  2600 ,    13 ,  2600 ,      55.891420 ,       2.994637 ,       3.000722 ,   0.203178
         rocblas ,   SP ,  2700 ,    13 ,  2700 ,      57.349996 ,       3.165302 ,       3.174162 ,   0.279899
         rocblas ,   SP ,  2800 ,    13 ,  2800 ,      58.754798 ,       3.319020 ,       3.327961 ,   0.269378
         rocblas ,   SP ,  2900 ,    13 ,  2900 ,      59.915573 ,       3.467879 ,       3.500423 ,   0.938445
         rocblas ,   SP ,  3000 ,    13 ,  3000 ,      60.456350 ,       3.697300 ,       3.720498 ,   0.627434
         rocblas ,   SP ,   500 ,    14 ,   500 ,      37.772920 ,       0.174799 ,       0.175381 ,   0.333256
         rocblas ,   SP ,   600 ,    14 ,   600 ,      27.355208 ,       0.354419 ,       0.354941 ,   0.147439
         rocblas ,   SP ,   700 ,    14 ,   700 ,      29.724293 ,       0.440511 ,       0.441464 ,   0.216493
         rocblas ,   SP ,   800 ,    14 ,   800 ,      33.685705 ,       0.504343 ,       0.507513 ,   0.628533
         rocblas ,   SP ,   900 ,    14 ,   900 ,      29.682571 ,       0.713287 ,       0.733919 ,   2.892520
         rocblas ,   SP ,  1000 ,    14 ,  1000 ,      27.000653 ,       0.995383 ,       0.999999 ,   0.463719
         rocblas ,   SP ,  1100 ,    14 ,  1100 ,      32.663183 ,       0.995698 ,       0.999980 ,   0.430050
         rocblas ,   SP ,  1200 ,    14 ,  1200 ,      38.884552 ,       0.994420 ,       1.000037 ,   0.564866
         rocblas ,   SP ,  1300 ,    14 ,  1300 ,      45.574125 ,       0.990882 ,       1.000042 ,   0.924433
         rocblas ,   SP ,  1400 ,    14 ,  1400 ,      47.472799 ,       1.106000 ,       1.113582 ,   0.685507
         rocblas ,   SP ,  1500 ,    14 ,  1500 ,      50.873959 ,       1.173382 ,       1.186218 ,   1.093971
         rocblas ,   SP ,  1600 ,    14 ,  1600 ,      47.515463 ,       1.421142 ,       1.453800 ,   2.298052
         rocblas ,   SP ,  1700 ,    14 ,  1700 ,      51.072136 ,       1.499681 ,       1.528678 ,   1.933508
         rocblas ,   SP ,  1800 ,    14 ,  1800 ,      55.604188 ,       1.560941 ,       1.570220 ,   0.594465
         rocblas ,   SP ,  1900 ,    14 ,  1900 ,      50.252632 ,       1.884756 ,       1.928639 ,   2.328329
         rocblas ,   SP ,  2000 ,    14 ,  2000 ,      53.737844 ,       1.996322 ,       2.000141 ,   0.191325
         rocblas ,   SP ,  2100 ,    14 ,  2100 ,      58.496606 ,       2.009282 ,       2.028542 ,   0.958524
         rocblas ,   SP ,  2200 ,    14 ,  2200 ,      59.804790 ,       2.163477 ,       2.177839 ,   0.663854
         rocblas ,   SP ,  2300 ,    14 ,  2300 ,      61.478203 ,       2.288942 ,       2.315221 ,   1.148063
         rocblas ,   SP ,  2400 ,    14 ,  2400 ,      58.306267 ,       2.659898 ,       2.666583 ,   0.251335
         rocblas ,   SP ,  2500 ,    14 ,  2500 ,      60.789156 ,       2.753859 ,       2.770381 ,   0.599973
         rocblas ,   SP ,  2600 ,    14 ,  2600 ,      60.228016 ,       2.997718 ,       3.016601 ,   0.629904
         rocblas ,   SP ,  2700 ,    14 ,  2700 ,      62.148941 ,       3.140278 ,       3.152800 ,   0.398746
         rocblas ,   SP ,  2800 ,    14 ,  2800 ,      62.954783 ,       3.329639 ,       3.361177 ,   0.947190
         rocblas ,   SP ,  2900 ,    14 ,  2900 ,      64.145812 ,       3.496943 ,       3.537021 ,   1.146092
         rocblas ,   SP ,  3000 ,    14 ,  3000 ,      65.604902 ,       3.674779 ,       3.695879 ,   0.574185
         rocblas ,   SP ,   500 ,    15 ,   500 ,      40.939474 ,       0.173433 ,       0.173843 ,   0.236321
         rocblas ,   SP ,   600 ,    15 ,   600 ,      29.440444 ,       0.352835 ,       0.353422 ,   0.166439
         rocblas ,   SP ,   700 ,    15 ,   700 ,      32.064729 ,       0.440942 ,       0.441711 ,   0.174377
         rocblas ,   SP ,   800 ,    15 ,   800 ,      35.914706 ,       0.504338 ,       0.509535 ,   1.030475
         rocblas ,   SP ,   900 ,    15 ,   900 ,      32.374955 ,       0.713147 ,       0.720501 ,   1.031227
         rocblas ,   SP ,  1000 ,    15 ,  1000 ,      29.000152 ,       0.998302 ,       1.000018 ,   0.171953
         rocblas ,   SP ,  1100 ,    15 ,  1100 ,      35.096810 ,       0.997739 ,       0.999999 ,   0.226533
         rocblas ,   SP ,  1200 ,    15 ,  1200 ,      41.391352 ,       0.996060 ,       1.000199 ,   0.415532
         rocblas ,   SP ,  1300 ,    15 ,  1300 ,      48.678556 ,       0.993257 ,       1.000099 ,   0.688907
         rocblas ,   SP ,  1400 ,    15 ,  1400 ,      50.381279 ,       1.107039 ,       1.126056 ,   1.717759
         rocblas ,   SP ,  1500 ,    15 ,  1500 ,      54.163639 ,       1.198959 ,       1.200137 ,   0.098234
         rocblas ,   SP ,  1600 ,    15 ,  1600 ,      50.325263 ,       1.426859 ,       1.486778 ,   4.199389
         rocblas ,   SP ,  1700 ,    15 ,  1700 ,      55.862233 ,       1.496158 ,       1.500020 ,   0.258153
         rocblas ,   SP ,  1800 ,    15 ,  1800 ,      59.851727 ,       1.539316 ,       1.575260 ,   2.335062
         rocblas ,   SP ,  1900 ,    15 ,  1900 ,      54.852471 ,       1.870198 ,       1.900158 ,   1.601952
         rocblas ,   SP ,  2000 ,    15 ,  2000 ,      57.886436 ,       1.990299 ,       2.000041 ,   0.489463
         rocblas ,   SP ,  2100 ,    15 ,  2100 ,      62.094203 ,       2.000060 ,       2.056537 ,   2.823745
         rocblas ,   SP ,  2200 ,    15 ,  2200 ,      63.534413 ,       2.173276 ,       2.208443 ,   1.618144
         rocblas ,   SP ,  2300 ,    15 ,  2300 ,      66.215172 ,       2.280440 ,       2.317142 ,   1.609433
         rocblas ,   SP ,  2400 ,    15 ,  2400 ,      63.350846 ,       2.623539 ,       2.636561 ,   0.496369
         rocblas ,   SP ,  2500 ,    15 ,  2500 ,      63.794846 ,       2.815781 ,       2.827859 ,   0.428950
         rocblas ,   SP ,  2600 ,    15 ,  2600 ,      65.143546 ,       2.992420 ,       3.000960 ,   0.285393
         rocblas ,   SP ,  2700 ,    15 ,  2700 ,      66.845729 ,       3.140421 ,       3.152180 ,   0.374434
         rocblas ,   SP ,  2800 ,    15 ,  2800 ,      67.868689 ,       3.336401 ,       3.346362 ,   0.298559
         rocblas ,   SP ,  2900 ,    15 ,  2900 ,      69.663994 ,       3.476501 ,       3.495879 ,   0.557419
         rocblas ,   SP ,  3000 ,    15 ,  3000 ,      68.637408 ,       3.768702 ,       3.789520 ,   0.552411
         rocblas ,   SP ,   500 ,    16 ,   500 ,      43.399298 ,       0.174786 ,       0.175278 ,   0.281601
         rocblas ,   SP ,   600 ,    16 ,   600 ,      31.495409 ,       0.352191 ,       0.352769 ,   0.164147
         rocblas ,   SP ,   700 ,    16 ,   700 ,      34.279919 ,       0.441046 ,       0.441932 ,   0.200785
         rocblas ,   SP ,   800 ,    16 ,   800 ,      38.264530 ,       0.504310 ,       0.516465 ,   2.410197
         rocblas ,   SP ,   900 ,    16 ,   900 ,      36.687177 ,       0.672332 ,       0.683735 ,   1.696153
         rocblas ,   SP ,  1000 ,    16 ,  1000 ,      30.999454 ,       0.999680 ,       1.000018 ,   0.033866
         rocblas ,   SP ,  1100 ,    16 ,  1100 ,      37.512679 ,       0.996161 ,       1.000004 ,   0.385812
         rocblas ,   SP ,  1200 ,    16 ,  1200 ,      44.638667 ,       0.999684 ,       0.999999 ,   0.031481
         rocblas ,   SP ,  1300 ,    16 ,  1300 ,      52.212597 ,       0.997143 ,       1.000061 ,   0.292661
         rocblas ,   SP ,  1400 ,    16 ,  1400 ,      54.651404 ,       1.106558 ,       1.113400 ,   0.618369
         rocblas ,   SP ,  1500 ,    16 ,  1500 ,      58.011970 ,       1.198740 ,       1.200380 ,   0.136837
         rocblas ,   SP ,  1600 ,    16 ,  1600 ,      54.539814 ,       1.413260 ,       1.446481 ,   2.350682
         rocblas ,   SP ,  1700 ,    16 ,  1700 ,      59.727075 ,       1.496477 ,       1.500039 ,   0.238024
         rocblas ,   SP ,  1800 ,    16 ,  1800 ,      64.202268 ,       1.559458 ,       1.562219 ,   0.177041
         rocblas ,   SP ,  1900 ,    16 ,  1900 ,      58.841829 ,       1.865463 ,       1.898360 ,   1.763476
         rocblas ,   SP ,  2000 ,    16 ,  2000 ,      61.924152 ,       1.991076 ,       2.000036 ,   0.449996
         rocblas ,   SP ,  2100 ,    16 ,  2100 ,      67.190465 ,       2.022343 ,       2.029200 ,   0.339058
         rocblas ,   SP ,  2200 ,    16 ,  2200 ,      67.835436 ,       2.195621 ,       2.205758 ,   0.461717
         rocblas ,   SP ,  2300 ,    16 ,  2300 ,      70.084952 ,       2.325721 ,       2.333560 ,   0.337066
         rocblas ,   SP ,  2400 ,    16 ,  2400 ,      66.816811 ,       2.659802 ,       2.667742 ,   0.298494
         rocblas ,   SP ,  2500 ,    16 ,  2500 ,      69.444159 ,       2.760162 ,       2.776761 ,   0.601367
         rocblas ,   SP ,  2600 ,    16 ,  2600 ,      69.692687 ,       2.991323 ,       3.000221 ,   0.297453
         rocblas ,   SP ,  2700 ,    16 ,  2700 ,      70.574952 ,       3.179440 ,       3.198538 ,   0.600651
         rocblas ,   SP ,  2800 ,    16 ,  2800 ,      71.772079 ,       3.366480 ,       3.378358 ,   0.352832
         rocblas ,   SP ,  2900 ,    16 ,  2900 ,      74.323448 ,       3.482261 ,       3.501000 ,   0.538148
         rocblas ,   SP ,  3000 ,    16 ,  3000 ,      74.481859 ,       3.705001 ,       3.722782 ,   0.479926
         rocblas ,   SP ,   500 ,    17 ,   500 ,      46.911216 ,       0.172170 ,       0.172634 ,   0.269462
         rocblas ,   SP ,   600 ,    17 ,   600 ,      32.674527 ,       0.362900 ,       0.363564 ,   0.182947
         rocblas ,   SP ,   700 ,    17 ,   700 ,      36.530553 ,       0.441321 ,       0.441968 ,   0.146443
         rocblas ,   SP ,   800 ,    17 ,   800 ,      40.131123 ,       0.504253 ,       0.525967 ,   4.306171
         rocblas ,   SP ,   900 ,    17 ,   900 ,      37.200100 ,       0.673529 ,       0.716742 ,   6.415963
         rocblas ,   SP ,  1000 ,    17 ,  1000 ,      32.997810 ,       0.994463 ,       1.000018 ,   0.558608
         rocblas ,   SP ,  1100 ,    17 ,  1100 ,      39.934375 ,       0.997539 ,       0.999980 ,   0.244743
         rocblas ,   SP ,  1200 ,    17 ,  1200 ,      47.513966 ,       0.999141 ,       0.999980 ,   0.083996
         rocblas ,   SP ,  1300 ,    17 ,  1300 ,      55.678444 ,       0.995879 ,       1.000099 ,   0.423747
         rocblas ,   SP ,  1400 ,    17 ,  1400 ,      57.982021 ,       1.106539 ,       1.113362 ,   0.616656
         rocblas ,   SP ,  1500 ,    17 ,  1500 ,      61.758786 ,       1.199422 ,       1.200299 ,   0.073150
         rocblas ,   SP ,  1600 ,    17 ,  1600 ,      56.476544 ,       1.479239 ,       1.499763 ,   1.387407
         rocblas ,   SP ,  1700 ,    17 ,  1700 ,      63.299866 ,       1.497817 ,       1.500101 ,   0.152492
         rocblas ,   SP ,  1800 ,    17 ,  1800 ,      68.681696 ,       1.538081 ,       1.548920 ,   0.704677
         rocblas ,   SP ,  1900 ,    17 ,  1900 ,      62.866761 ,       1.870999 ,       1.887960 ,   0.906526
         rocblas ,   SP ,  2000 ,    17 ,  2000 ,      65.877609 ,       1.992860 ,       2.000041 ,   0.360345
         rocblas ,   SP ,  2100 ,    17 ,  2100 ,      71.321441 ,       2.002478 ,       2.039042 ,   1.825932
         rocblas ,   SP ,  2200 ,    17 ,  2200 ,      73.494084 ,       2.141681 ,       2.169023 ,   1.276654
         rocblas ,   SP ,  2300 ,    17 ,  2300 ,      75.297394 ,       2.305498 ,       2.314782 ,   0.402690
         rocblas ,   SP ,  2400 ,    17 ,  2400 ,      71.111731 ,       2.656441 ,       2.667279 ,   0.408009
         rocblas ,   SP ,  2500 ,    17 ,  2500 ,      73.658721 ,       2.764964 ,       2.791042 ,   0.943167
         rocblas ,   SP ,  2600 ,    17 ,  2600 ,      74.284488 ,       2.996984 ,       3.000360 ,   0.112647
         rocblas ,   SP ,  2700 ,    17 ,  2700 ,      77.175898 ,       3.104100 ,       3.113923 ,   0.316447
         rocblas ,   SP ,  2800 ,    17 ,  2800 ,      77.105312 ,       3.328118 ,       3.335781 ,   0.230243
         rocblas ,   SP ,  2900 ,    17 ,  2900 ,      79.068423 ,       3.497181 ,       3.504500 ,   0.209296
         rocblas ,   SP ,  3000 ,    17 ,  3000 ,      80.213669 ,       3.679743 ,       3.697538 ,   0.483609
         rocblas ,   SP ,   500 ,    18 ,   500 ,      48.617413 ,       0.176103 ,       0.176737 ,   0.359749
         rocblas ,   SP ,   600 ,    18 ,   600 ,      35.452329 ,       0.354092 ,       0.354619 ,   0.148966
         rocblas ,   SP ,   700 ,    18 ,   700 ,      38.713658 ,       0.441907 ,       0.442501 ,   0.134302
         rocblas ,   SP ,   800 ,    18 ,   800 ,      43.693522 ,       0.504300 ,       0.509212 ,   0.973953
         rocblas ,   SP ,   900 ,    18 ,   900 ,      38.838112 ,       0.714360 ,       0.723911 ,   1.336969
         rocblas ,   SP ,  1000 ,    18 ,  1000 ,      35.002634 ,       0.996423 ,       1.000018 ,   0.360826
         rocblas ,   SP ,  1100 ,    18 ,  1100 ,      42.350454 ,       0.995421 ,       0.999999 ,   0.459869
         rocblas ,   SP ,  1200 ,    18 ,  1200 ,      50.182401 ,       0.998917 ,       1.000061 ,   0.114565
         rocblas ,   SP ,  1300 ,    18 ,  1300 ,      59.150687 ,       0.997458 ,       1.000018 ,   0.256714
         rocblas ,   SP ,  1400 ,    18 ,  1400 ,      60.796725 ,       1.107340 ,       1.129279 ,   1.981260
         rocblas ,   SP ,  1500 ,    18 ,  1500 ,      65.083517 ,       1.191821 ,       1.202540 ,   0.899405
         rocblas ,   SP ,  1600 ,    18 ,  1600 ,      61.604049 ,       1.426420 ,       1.448298 ,   1.533720
         rocblas ,   SP ,  1700 ,    18 ,  1700 ,      67.108028 ,       1.497760 ,       1.500220 ,   0.164277
         rocblas ,   SP ,  1800 ,    18 ,  1800 ,      72.533472 ,       1.538820 ,       1.554823 ,   1.039930
         rocblas ,   SP ,  1900 ,    18 ,  1900 ,      64.507760 ,       1.875739 ,       1.959958 ,   4.489909
         rocblas ,   SP ,  2000 ,    18 ,  2000 ,      69.958912 ,       1.990256 ,       2.000098 ,   0.494505
         rocblas ,   SP ,  2100 ,    18 ,  2100 ,      75.385120 ,       2.007017 ,       2.040424 ,   1.664521
         rocblas ,   SP ,  2200 ,    18 ,  2200 ,      77.055650 ,       2.177262 ,       2.194819 ,   0.806386
         rocblas ,   SP ,  2300 ,    18 ,  2300 ,      79.547851 ,       2.288418 ,       2.324018 ,   1.555689
         rocblas ,   SP ,  2400 ,    18 ,  2400 ,      75.624660 ,       2.624779 ,       2.652416 ,   1.052945
         rocblas ,   SP ,  2500 ,    18 ,  2500 ,      78.674546 ,       2.759099 ,       2.775936 ,   0.610240
         rocblas ,   SP ,  2600 ,    18 ,  2600 ,      78.407802 ,       2.997460 ,       3.002024 ,   0.152240
         rocblas ,   SP ,  2700 ,    18 ,  2700 ,      81.564545 ,       3.120680 ,       3.125076 ,   0.140881
         rocblas ,   SP ,  2800 ,    18 ,  2800 ,      81.133751 ,       3.353062 ,       3.369021 ,   0.475975
         rocblas ,   SP ,  2900 ,    18 ,  2900 ,      83.587425 ,       3.496604 ,       3.503404 ,   0.194466
         rocblas ,   SP ,  3000 ,    18 ,  3000 ,      85.031983 ,       3.682380 ,       3.698344 ,   0.433538
         rocblas ,   SP ,   500 ,    19 ,   500 ,      48.962822 ,       0.185219 ,       0.185539 ,   0.172514
         rocblas ,   SP ,   600 ,    19 ,   600 ,      37.397909 ,       0.355088 ,       0.355661 ,   0.161224
         rocblas ,   SP ,   700 ,    19 ,   700 ,      40.759710 ,       0.443161 ,       0.443972 ,   0.182918
         rocblas ,   SP ,   800 ,    19 ,   800 ,      46.020055 ,       0.504212 ,       0.507004 ,   0.553883
         rocblas ,   SP ,   900 ,    19 ,   900 ,      42.562978 ,       0.672300 ,       0.701515 ,   4.345536
         rocblas ,   SP ,  1000 ,    19 ,  1000 ,      37.006744 ,       0.997739 ,       0.999942 ,   0.220798
