          kernel ,  prs ,     m ,     n ,     p ,        GLOPS/s ,   minimum (ms) ,     median (ms),   stab (%)
   rocblas_wo_dt ,   SP ,   700 ,     9 ,   700 ,    1064.427208 ,       0.007793 ,       0.007824 ,   0.404283
   rocblas_wo_dt ,   SP ,   800 ,     9 ,   800 ,    1331.096830 ,       0.008122 ,       0.008169 ,   0.578831
   rocblas_wo_dt ,   SP ,   900 ,     9 ,   900 ,    1388.923157 ,       0.009309 ,       0.009412 ,   1.111111
   rocblas_wo_dt ,   SP ,  1000 ,     9 ,  1000 ,    1151.901783 ,       0.011239 ,       0.015559 ,  38.438694
   rocblas_wo_dt ,   SP ,  1100 ,     9 ,  1100 ,    1330.884602 ,       0.012560 ,       0.015817 ,  25.930143
   rocblas_wo_dt ,   SP ,  1200 ,     9 ,  1200 ,    1603.006524 ,       0.012121 ,       0.015717 ,  29.661684
   rocblas_wo_dt ,   SP ,  1300 ,     9 ,  1300 ,    1770.434200 ,       0.013218 ,       0.016479 ,  24.675325
   rocblas_wo_dt ,   SP ,  1400 ,     9 ,  1400 ,    1288.206638 ,       0.023236 ,       0.024762 ,   6.566797
   rocblas_wo_dt ,   SP ,  1500 ,     9 ,  1500 ,    1820.497256 ,       0.020218 ,       0.020900 ,   3.372642
   rocblas_wo_dt ,   SP ,  1600 ,     9 ,  1600 ,    2211.026508 ,       0.018821 ,       0.019541 ,   3.825691
   rocblas_wo_dt ,   SP ,  1700 ,     9 ,  1700 ,    2117.050071 ,       0.022202 ,       0.023122 ,   4.145189
   rocblas_wo_dt ,   SP ,  1800 ,     9 ,  1800 ,    2311.037589 ,       0.022659 ,       0.023680 ,   4.503367
   rocblas_wo_dt ,   SP ,  1900 ,     9 ,  1900 ,    1852.610187 ,       0.032220 ,       0.033121 ,   2.797099
   rocblas_wo_dt ,   SP ,  2000 ,     9 ,  2000 ,    2538.451706 ,       0.024920 ,       0.027018 ,   8.419441
   rocblas_wo_dt ,   SP ,  2100 ,     9 ,  2100 ,    2321.102752 ,       0.031419 ,       0.032339 ,   2.929124
   rocblas_wo_dt ,   SP ,  2200 ,     9 ,  2200 ,    2430.643341 ,       0.032821 ,       0.033784 ,   2.934767
   rocblas_wo_dt ,   SP ,  2300 ,     9 ,  2300 ,    2250.072907 ,       0.039139 ,       0.040078 ,   2.400097
   rocblas_wo_dt ,   SP ,  2400 ,     9 ,  2400 ,    2786.763753 ,       0.034580 ,       0.035043 ,   1.337562
   rocblas_wo_dt ,   SP ,  2500 ,     9 ,  2500 ,    2635.694910 ,       0.039258 ,       0.040321 ,   2.708612
   rocblas_wo_dt ,   SP ,  2600 ,     9 ,  2600 ,    2881.504470 ,       0.039659 ,       0.039883 ,   0.565108
   rocblas_wo_dt ,   SP ,  2700 ,     9 ,  2700 ,    2762.621612 ,       0.043120 ,       0.044880 ,   4.080504
   rocblas_wo_dt ,   SP ,  2800 ,     9 ,  2800 ,    2774.599827 ,       0.047736 ,       0.048056 ,   0.669264
   rocblas_wo_dt ,   SP ,  2900 ,     9 ,  2900 ,    2715.941756 ,       0.052419 ,       0.052662 ,   0.463932
   rocblas_wo_dt ,   SP ,  3000 ,     9 ,  3000 ,    2417.265322 ,       0.062881 ,       0.063300 ,   0.667324
   rocblas_wo_dt ,   SP ,   500 ,    10 ,   500 ,     806.103735 ,       0.005874 ,       0.005889 ,   0.261534
   rocblas_wo_dt ,   SP ,   600 ,    10 ,   600 ,     996.348857 ,       0.006847 ,       0.006864 ,   0.256805
   rocblas_wo_dt ,   SP ,   700 ,    10 ,   700 ,    1183.594651 ,       0.007839 ,       0.007860 ,   0.271562
   rocblas_wo_dt ,   SP ,   800 ,    10 ,   800 ,    1461.855847 ,       0.008273 ,       0.008305 ,   0.392369
   rocblas_wo_dt ,   SP ,   900 ,    10 ,   900 ,    1564.237249 ,       0.009368 ,       0.009479 ,   1.178892
   rocblas_wo_dt ,   SP ,  1000 ,    10 ,  1000 ,    1305.384099 ,       0.011463 ,       0.015278 ,  33.277870
   rocblas_wo_dt ,   SP ,  1100 ,    10 ,  1100 ,    1452.341779 ,       0.012999 ,       0.016022 ,  23.257521
   rocblas_wo_dt ,   SP ,  1200 ,    10 ,  1200 ,    1741.624283 ,       0.012622 ,       0.015960 ,  26.445032
   rocblas_wo_dt ,   SP ,  1300 ,    10 ,  1300 ,    1925.917038 ,       0.013642 ,       0.016761 ,  22.859140
   rocblas_wo_dt ,   SP ,  1400 ,    10 ,  1400 ,    1546.662214 ,       0.022416 ,       0.024180 ,   7.870666
   rocblas_wo_dt ,   SP ,  1500 ,    10 ,  1500 ,    1984.058063 ,       0.020337 ,       0.021458 ,   5.509965
   rocblas_wo_dt ,   SP ,  1600 ,    10 ,  1600 ,    2366.446907 ,       0.019941 ,       0.020361 ,   2.104256
   rocblas_wo_dt ,   SP ,  1700 ,    10 ,  1700 ,    2330.371371 ,       0.021400 ,       0.023322 ,   8.979501
   rocblas_wo_dt ,   SP ,  1800 ,    10 ,  1800 ,    2626.771693 ,       0.022740 ,       0.023241 ,   2.201720
   rocblas_wo_dt ,   SP ,  1900 ,    10 ,  1900 ,    2013.818784 ,       0.032740 ,       0.033984 ,   3.801340
   rocblas_wo_dt ,   SP ,  2000 ,    10 ,  2000 ,    2937.278380 ,       0.025420 ,       0.025759 ,   1.331833
   rocblas_wo_dt ,   SP ,  2100 ,    10 ,  2100 ,    2415.804682 ,       0.033317 ,       0.034499 ,   3.549449
   rocblas_wo_dt ,   SP ,  2200 ,    10 ,  2200 ,    2636.408359 ,       0.032701 ,       0.034900 ,   6.722076
   rocblas_wo_dt ,   SP ,  2300 ,    10 ,  2300 ,    2456.120937 ,       0.040522 ,       0.040936 ,   1.023770
   rocblas_wo_dt ,   SP ,  2400 ,    10 ,  2400 ,    3038.125427 ,       0.035481 ,       0.036020 ,   1.518613
   rocblas_wo_dt ,   SP ,  2500 ,    10 ,  2500 ,    2868.974795 ,       0.040979 ,       0.041380 ,   0.977426
   rocblas_wo_dt ,   SP ,  2600 ,    10 ,  2600 ,    3114.489664 ,       0.040398 ,       0.041280 ,   2.183664
   rocblas_wo_dt ,   SP ,  2700 ,    10 ,  2700 ,    3021.218676 ,       0.045500 ,       0.045843 ,   0.754559
   rocblas_wo_dt ,   SP ,  2800 ,    10 ,  2800 ,    3060.731878 ,       0.048161 ,       0.048680 ,   1.079208
   rocblas_wo_dt ,   SP ,  2900 ,    10 ,  2900 ,    2982.740388 ,       0.053301 ,       0.053601 ,   0.563607
   rocblas_wo_dt ,   SP ,  3000 ,    10 ,  3000 ,    2608.489155 ,       0.065279 ,       0.065560 ,   0.430972
   rocblas_wo_dt ,   SP ,   500 ,    11 ,   500 ,     867.676692 ,       0.006026 ,       0.006046 ,   0.346727
   rocblas_wo_dt ,   SP ,   600 ,    11 ,   600 ,    1089.560456 ,       0.006911 ,       0.006935 ,   0.345986
   rocblas_wo_dt ,   SP ,   700 ,    11 ,   700 ,    1295.386983 ,       0.007921 ,       0.007943 ,   0.268731
   rocblas_wo_dt ,   SP ,   800 ,    11 ,   800 ,    1598.597190 ,       0.008380 ,       0.008398 ,   0.213704
   rocblas_wo_dt ,   SP ,   900 ,    11 ,   900 ,    1702.162025 ,       0.009360 ,       0.009486 ,   1.348567
   rocblas_wo_dt ,   SP ,  1000 ,    11 ,  1000 ,    1393.883964 ,       0.011501 ,       0.015478 ,  34.577114
   rocblas_wo_dt ,   SP ,  1100 ,    11 ,  1100 ,    1584.125320 ,       0.013380 ,       0.016298 ,  21.810406
   rocblas_wo_dt ,   SP ,  1200 ,    11 ,  1200 ,    1898.609859 ,       0.013037 ,       0.016141 ,  23.811266
   rocblas_wo_dt ,   SP ,  1300 ,    11 ,  1300 ,    2081.854002 ,       0.014462 ,       0.017099 ,  18.232773
   rocblas_wo_dt ,   SP ,  1400 ,    11 ,  1400 ,    1670.990317 ,       0.022659 ,       0.024643 ,   8.754209
   rocblas_wo_dt ,   SP ,  1500 ,    11 ,  1500 ,    2055.221512 ,       0.021319 ,       0.022101 ,   3.668083
   rocblas_wo_dt ,   SP ,  1600 ,    11 ,  1600 ,    2539.528600 ,       0.020099 ,       0.021200 ,   5.480427
   rocblas_wo_dt ,   SP ,  1700 ,    11 ,  1700 ,    2508.129882 ,       0.022702 ,       0.024023 ,   5.818105
   rocblas_wo_dt ,   SP ,  1800 ,    11 ,  1800 ,    2700.342987 ,       0.023341 ,       0.025382 ,   8.743616
   rocblas_wo_dt ,   SP ,  1900 ,    11 ,  1900 ,    2208.228051 ,       0.033059 ,       0.034037 ,   2.956873
   rocblas_wo_dt ,   SP ,  2000 ,    11 ,  2000 ,    3109.067709 ,       0.026078 ,       0.026360 ,   1.078808
   rocblas_wo_dt ,   SP ,  2100 ,    11 ,  2100 ,    2651.199014 ,       0.034499 ,       0.034938 ,   1.271596
   rocblas_wo_dt ,   SP ,  2200 ,    11 ,  2200 ,    2836.194688 ,       0.035520 ,       0.035839 ,   0.899450
   rocblas_wo_dt ,   SP ,  2300 ,    11 ,  2300 ,    2670.245155 ,       0.040121 ,       0.041661 ,   3.838840
   rocblas_wo_dt ,   SP ,  2400 ,    11 ,  2400 ,    3287.180804 ,       0.036302 ,       0.036783 ,   1.326678
   rocblas_wo_dt ,   SP ,  2500 ,    11 ,  2500 ,    3107.674707 ,       0.041142 ,       0.042362 ,   2.967084
   rocblas_wo_dt ,   SP ,  2600 ,    11 ,  2600 ,    3345.934400 ,       0.042043 ,       0.042381 ,   0.805263
   rocblas_wo_dt ,   SP ,  2700 ,    11 ,  2700 ,    3284.845374 ,       0.046239 ,       0.046620 ,   0.824997
   rocblas_wo_dt ,   SP ,  2800 ,    11 ,  2800 ,    3349.804406 ,       0.048680 ,       0.049100 ,   0.861985
   rocblas_wo_dt ,   SP ,  2900 ,    11 ,  2900 ,    3247.150493 ,       0.054021 ,       0.054340 ,   0.591403
   rocblas_wo_dt ,   SP ,  3000 ,    11 ,  3000 ,    2806.998208 ,       0.067062 ,       0.067358 ,   0.440842
   rocblas_wo_dt ,   SP ,   500 ,    12 ,   500 ,     869.036534 ,       0.006585 ,       0.006614 ,   0.438596
   rocblas_wo_dt ,   SP ,   600 ,    12 ,   600 ,    1178.087897 ,       0.007009 ,       0.007027 ,   0.250853
   rocblas_wo_dt ,   SP ,   700 ,    12 ,   700 ,    1393.742271 ,       0.008032 ,       0.008086 ,   0.667868
   rocblas_wo_dt ,   SP ,   800 ,    12 ,   800 ,    1720.454751 ,       0.008520 ,       0.008549 ,   0.341566
   rocblas_wo_dt ,   SP ,   900 ,    12 ,   900 ,    1905.869403 ,       0.009309 ,       0.009426 ,   1.261770
   rocblas_wo_dt ,   SP ,  1000 ,    12 ,  1000 ,    1555.523415 ,       0.011439 ,       0.015440 ,  34.972904
   rocblas_wo_dt ,   SP ,  1100 ,    12 ,  1100 ,    1683.288377 ,       0.013642 ,       0.016718 ,  22.544565
   rocblas_wo_dt ,   SP ,  1200 ,    12 ,  1200 ,    2031.950507 ,       0.013280 ,       0.016499 ,  24.236984
   rocblas_wo_dt ,   SP ,  1300 ,    12 ,  1300 ,    2192.199143 ,       0.017262 ,       0.017419 ,   0.911602
   rocblas_wo_dt ,   SP ,  1400 ,    12 ,  1400 ,    1801.916001 ,       0.022998 ,       0.024681 ,   7.319096
   rocblas_wo_dt ,   SP ,  1500 ,    12 ,  1500 ,    2219.809319 ,       0.020719 ,       0.023022 ,  11.116225
   rocblas_wo_dt ,   SP ,  1600 ,    12 ,  1600 ,    2777.133510 ,       0.020304 ,       0.021181 ,   4.321278
   rocblas_wo_dt ,   SP ,  1700 ,    12 ,  1700 ,    2686.920814 ,       0.023122 ,       0.024238 ,   4.825737
   rocblas_wo_dt ,   SP ,  1800 ,    12 ,  1800 ,    3081.587294 ,       0.023723 ,       0.024023 ,   1.266332
   rocblas_wo_dt ,   SP ,  1900 ,    12 ,  1900 ,    2379.069647 ,       0.033278 ,       0.035081 ,   5.416249
   rocblas_wo_dt ,   SP ,  2000 ,    12 ,  2000 ,    3391.915600 ,       0.026321 ,       0.027122 ,   3.043478
   rocblas_wo_dt ,   SP ,  2100 ,    12 ,  2100 ,    2837.497181 ,       0.035176 ,       0.035763 ,   1.667344
   rocblas_wo_dt ,   SP ,  2200 ,    12 ,  2200 ,    3006.937826 ,       0.036659 ,       0.037036 ,   1.027575
   rocblas_wo_dt ,   SP ,  2300 ,    12 ,  2300 ,    2877.535040 ,       0.041480 ,       0.042338 ,   2.069203
   rocblas_wo_dt ,   SP ,  2400 ,    12 ,  2400 ,    3560.690058 ,       0.036778 ,       0.037236 ,   1.244652
   rocblas_wo_dt ,   SP ,  2500 ,    12 ,  2500 ,    3342.693208 ,       0.042562 ,       0.042958 ,   0.929868
   rocblas_wo_dt ,   SP ,  2600 ,    12 ,  2600 ,    3603.065493 ,       0.042758 ,       0.043139 ,   0.892160
   rocblas_wo_dt ,   SP ,  2700 ,    12 ,  2700 ,    3589.531170 ,       0.046363 ,       0.046701 ,   0.730227
   rocblas_wo_dt ,   SP ,  2800 ,    12 ,  2800 ,    3654.816935 ,       0.048962 ,       0.049357 ,   0.808337
   rocblas_wo_dt ,   SP ,  2900 ,    12 ,  2900 ,    3551.515625 ,       0.054059 ,       0.054421 ,   0.670371
   rocblas_wo_dt ,   SP ,  3000 ,    12 ,  3000 ,    2972.259410 ,       0.069323 ,       0.069661 ,   0.488375
   rocblas_wo_dt ,   SP ,   500 ,    13 ,   500 ,     923.408174 ,       0.006662 ,       0.006768 ,   1.586423
   rocblas_wo_dt ,   SP ,   600 ,    13 ,   600 ,    1254.483768 ,       0.007148 ,       0.007165 ,   0.245990
   rocblas_wo_dt ,   SP ,   700 ,    13 ,   700 ,    1502.546561 ,       0.007996 ,       0.008157 ,   2.012565
   rocblas_wo_dt ,   SP ,   800 ,    13 ,   800 ,    1826.781370 ,       0.008719 ,       0.008761 ,   0.487868
   rocblas_wo_dt ,   SP ,   900 ,    13 ,   900 ,    2116.617779 ,       0.009426 ,       0.009484 ,   0.613725
   rocblas_wo_dt ,   SP ,  1000 ,    13 ,  1000 ,    1727.242685 ,       0.011520 ,       0.015283 ,  32.657284
   rocblas_wo_dt ,   SP ,  1100 ,    13 ,  1100 ,    1791.160762 ,       0.015140 ,       0.016942 ,  11.905512
   rocblas_wo_dt ,   SP ,  1200 ,    13 ,  1200 ,    2226.331441 ,       0.013223 ,       0.016441 ,  24.341867
   rocblas_wo_dt ,   SP ,  1300 ,    13 ,  1300 ,    2333.681317 ,       0.017562 ,       0.017657 ,   0.543036
   rocblas_wo_dt ,   SP ,  1400 ,    13 ,  1400 ,    1974.798941 ,       0.022960 ,       0.024819 ,   8.099689
   rocblas_wo_dt ,   SP ,  1500 ,    13 ,  1500 ,    2420.425240 ,       0.022120 ,       0.023017 ,   4.052598
   rocblas_wo_dt ,   SP ,  1600 ,    13 ,  1600 ,    2950.967350 ,       0.020742 ,       0.021400 ,   3.172414
   rocblas_wo_dt ,   SP ,  1700 ,    13 ,  1700 ,    2857.053503 ,       0.023336 ,       0.025458 ,   9.092767
   rocblas_wo_dt ,   SP ,  1800 ,    13 ,  1800 ,    3126.878333 ,       0.024199 ,       0.025959 ,   7.270936
   rocblas_wo_dt ,   SP ,  1900 ,    13 ,  1900 ,    2602.227701 ,       0.033579 ,       0.034680 ,   3.280318
   rocblas_wo_dt ,   SP ,  2000 ,    13 ,  2000 ,    3517.740173 ,       0.027204 ,       0.028338 ,   4.171779
   rocblas_wo_dt ,   SP ,  2100 ,    13 ,  2100 ,    3000.641713 ,       0.036283 ,       0.036740 ,   1.261664
   rocblas_wo_dt ,   SP ,  2200 ,    13 ,  2200 ,    3176.676234 ,       0.037880 ,       0.038080 ,   0.528701
   rocblas_wo_dt ,   SP ,  2300 ,    13 ,  2300 ,    3087.980332 ,       0.042119 ,       0.042801 ,   1.618929
   rocblas_wo_dt ,   SP ,  2400 ,    13 ,  2400 ,    3787.573062 ,       0.037637 ,       0.038018 ,   1.013556
   rocblas_wo_dt ,   SP ,  2500 ,    13 ,  2500 ,    3568.868179 ,       0.043440 ,       0.043759 ,   0.735456
   rocblas_wo_dt ,   SP ,  2600 ,    13 ,  2600 ,    3866.273939 ,       0.043201 ,       0.043759 ,   1.291391
   rocblas_wo_dt ,   SP ,  2700 ,    13 ,  2700 ,    3877.130171 ,       0.046520 ,       0.046983 ,   0.994260
   rocblas_wo_dt ,   SP ,  2800 ,    13 ,  2800 ,    3957.476089 ,       0.049162 ,       0.049558 ,   0.805044
   rocblas_wo_dt ,   SP ,  2900 ,    13 ,  2900 ,    3859.561649 ,       0.054021 ,       0.054464 ,   0.820902
   rocblas_wo_dt ,   SP ,  3000 ,    13 ,  3000 ,    3145.390463 ,       0.071182 ,       0.071502 ,   0.448821
   rocblas_wo_dt ,   SP ,   500 ,    14 ,   500 ,     982.679799 ,       0.006853 ,       0.006871 ,   0.260020
   rocblas_wo_dt ,   SP ,   600 ,    14 ,   600 ,    1332.625463 ,       0.007274 ,       0.007292 ,   0.241709
   rocblas_wo_dt ,   SP ,   700 ,    14 ,   700 ,    1592.136981 ,       0.008267 ,       0.008282 ,   0.185395
   rocblas_wo_dt ,   SP ,   800 ,    14 ,   800 ,    1919.538154 ,       0.008952 ,       0.009005 ,   0.587647
   rocblas_wo_dt ,   SP ,   900 ,    14 ,   900 ,    2176.619642 ,       0.009567 ,       0.009647 ,   0.842954
   rocblas_wo_dt ,   SP ,  1000 ,    14 ,  1000 ,    1827.425442 ,       0.011401 ,       0.015340 ,  34.546215
   rocblas_wo_dt ,   SP ,  1100 ,    14 ,  1100 ,    1923.937703 ,       0.015860 ,       0.016899 ,   6.554420
   rocblas_wo_dt ,   SP ,  1200 ,    14 ,  1200 ,    2336.426775 ,       0.013423 ,       0.016823 ,  25.328596
   rocblas_wo_dt ,   SP ,  1300 ,    14 ,  1300 ,    2497.569234 ,       0.017405 ,       0.017900 ,   2.849315
   rocblas_wo_dt ,   SP ,  1400 ,    14 ,  1400 ,    1992.545910 ,       0.023661 ,       0.025320 ,   7.013301
   rocblas_wo_dt ,   SP ,  1500 ,    14 ,  1500 ,    2380.081516 ,       0.022802 ,       0.027919 ,  22.438311
   rocblas_wo_dt ,   SP ,  1600 ,    14 ,  1600 ,    3128.413833 ,       0.020700 ,       0.022283 ,   7.648007
   rocblas_wo_dt ,   SP ,  1700 ,    14 ,  1700 ,    3055.952723 ,       0.024481 ,       0.025496 ,   4.148812
   rocblas_wo_dt ,   SP ,  1800 ,    14 ,  1800 ,    3352.167756 ,       0.025582 ,       0.025983 ,   1.565704
   rocblas_wo_dt ,   SP ,  1900 ,    14 ,  1900 ,    2836.036867 ,       0.033798 ,       0.034380 ,   1.721219
   rocblas_wo_dt ,   SP ,  2000 ,    14 ,  2000 ,    3655.578431 ,       0.027699 ,       0.029640 ,   7.006370
   rocblas_wo_dt ,   SP ,  2100 ,    14 ,  2100 ,    3162.901035 ,       0.037341 ,       0.037661 ,   0.855574
   rocblas_wo_dt ,   SP ,  2200 ,    14 ,  2200 ,    3345.968568 ,       0.038562 ,       0.039058 ,   1.286015
   rocblas_wo_dt ,   SP ,  2300 ,    14 ,  2300 ,    3296.371283 ,       0.042801 ,       0.043302 ,   1.169786
   rocblas_wo_dt ,   SP ,  2400 ,    14 ,  2400 ,    4057.208640 ,       0.037842 ,       0.038342 ,   1.323085
   rocblas_wo_dt ,   SP ,  2500 ,    14 ,  2500 ,    3809.096254 ,       0.043578 ,       0.044298 ,   1.652260
   rocblas_wo_dt ,   SP ,  2600 ,    14 ,  2600 ,    4112.567422 ,       0.044022 ,       0.044360 ,   0.769064
   rocblas_wo_dt ,   SP ,  2700 ,    14 ,  2700 ,    4162.770813 ,       0.047002 ,       0.047259 ,   0.547834
   rocblas_wo_dt ,   SP ,  2800 ,    14 ,  2800 ,    4229.951058 ,       0.049663 ,       0.050044 ,   0.768123
   rocblas_wo_dt ,   SP ,  2900 ,    14 ,  2900 ,    4162.922499 ,       0.054197 ,       0.054560 ,   0.668661
   rocblas_wo_dt ,   SP ,  3000 ,    14 ,  3000 ,    3291.776647 ,       0.073657 ,       0.073819 ,   0.220107
   rocblas_wo_dt ,   SP ,   500 ,    15 ,   500 ,    1035.959620 ,       0.006979 ,       0.006998 ,   0.264131
   rocblas_wo_dt ,   SP ,   600 ,    15 ,   600 ,    1402.456100 ,       0.007418 ,       0.007443 ,   0.331816
   rocblas_wo_dt ,   SP ,   700 ,    15 ,   700 ,    1676.719772 ,       0.008460 ,       0.008471 ,   0.120773
   rocblas_wo_dt ,   SP ,   800 ,    15 ,   800 ,    2017.043477 ,       0.009179 ,       0.009198 ,   0.207317
   rocblas_wo_dt ,   SP ,   900 ,    15 ,   900 ,    2389.653909 ,       0.009588 ,       0.009677 ,   0.932529
   rocblas_wo_dt ,   SP ,  1000 ,    15 ,  1000 ,    1989.314290 ,       0.011458 ,       0.015278 ,  33.333332
   rocblas_wo_dt ,   SP ,  1100 ,    15 ,  1100 ,    2061.030445 ,       0.016561 ,       0.016899 ,   2.044342
   rocblas_wo_dt ,   SP ,  1200 ,    15 ,  1200 ,    2469.109834 ,       0.013719 ,       0.017018 ,  24.052834
   rocblas_wo_dt ,   SP ,  1300 ,    15 ,  1300 ,    2638.153705 ,       0.017676 ,       0.018158 ,   2.724575
   rocblas_wo_dt ,   SP ,  1400 ,    15 ,  1400 ,    2268.513516 ,       0.023422 ,       0.024939 ,   6.473941
   rocblas_wo_dt ,   SP ,  1500 ,    15 ,  1500 ,    2826.265586 ,       0.021262 ,       0.023184 ,   9.037901
   rocblas_wo_dt ,   SP ,  1600 ,    15 ,  1600 ,    3417.639400 ,       0.020719 ,       0.021238 ,   2.508631
   rocblas_wo_dt ,   SP ,  1700 ,    15 ,  1700 ,    3416.371132 ,       0.024161 ,       0.024362 ,   0.828893
   rocblas_wo_dt ,   SP ,  1800 ,    15 ,  1800 ,    3702.806505 ,       0.025058 ,       0.025201 ,   0.570885
   rocblas_wo_dt ,   SP ,  1900 ,    15 ,  1900 ,    3006.453746 ,       0.034237 ,       0.034719 ,   1.406685
   rocblas_wo_dt ,   SP ,  2000 ,    15 ,  2000 ,    3815.339293 ,       0.028920 ,       0.030341 ,   4.913438
   rocblas_wo_dt ,   SP ,  2100 ,    15 ,  2100 ,    3336.102959 ,       0.038056 ,       0.038319 ,   0.689137
   rocblas_wo_dt ,   SP ,  2200 ,    15 ,  2200 ,    3527.989719 ,       0.039339 ,       0.039816 ,   1.212121
   rocblas_wo_dt ,   SP ,  2300 ,    15 ,  2300 ,    3515.278300 ,       0.043159 ,       0.043602 ,   1.027511
   rocblas_wo_dt ,   SP ,  2400 ,    15 ,  2400 ,    4279.695128 ,       0.038080 ,       0.039082 ,   2.629602
   rocblas_wo_dt ,   SP ,  2500 ,    15 ,  2500 ,    4033.587083 ,       0.044680 ,       0.044899 ,   0.490929
   rocblas_wo_dt ,   SP ,  2600 ,    15 ,  2600 ,    4331.512354 ,       0.044355 ,       0.045342 ,   2.225328
   rocblas_wo_dt ,   SP ,  2700 ,    15 ,  2700 ,    4379.436106 ,       0.047541 ,       0.048342 ,   1.685055
   rocblas_wo_dt ,   SP ,  2800 ,    15 ,  2800 ,    4466.826480 ,       0.050521 ,       0.050921 ,   0.792827
   rocblas_wo_dt ,   SP ,  2900 ,    15 ,  2900 ,    4383.393305 ,       0.055199 ,       0.055699 ,   0.907049
   rocblas_wo_dt ,   SP ,  3000 ,    15 ,  3000 ,    3448.936409 ,       0.075340 ,       0.075660 ,   0.424051
   rocblas_wo_dt ,   SP ,   500 ,    16 ,   500 ,    1145.621902 ,       0.006753 ,       0.006761 ,   0.118300
   rocblas_wo_dt ,   SP ,   600 ,    16 ,   600 ,    1506.184684 ,       0.007398 ,       0.007407 ,   0.123586
   rocblas_wo_dt ,   SP ,   700 ,    16 ,   700 ,    1807.008956 ,       0.008392 ,       0.008403 ,   0.131899
   rocblas_wo_dt ,   SP ,   800 ,    16 ,   800 ,    2143.162730 ,       0.009226 ,       0.009254 ,   0.303324
   rocblas_wo_dt ,   SP ,   900 ,    16 ,   900 ,    2488.795455 ,       0.009302 ,       0.009426 ,   1.338108
   rocblas_wo_dt ,   SP ,  1000 ,    16 ,  1000 ,    2156.877142 ,       0.010900 ,       0.015283 ,  40.201225
   rocblas_wo_dt ,   SP ,  1100 ,    16 ,  1100 ,    2440.004619 ,       0.012460 ,       0.015721 ,  26.176807
   rocblas_wo_dt ,   SP ,  1200 ,    16 ,  1200 ,    2847.802475 ,       0.012679 ,       0.015960 ,  25.874390
   rocblas_wo_dt ,   SP ,  1300 ,    16 ,  1300 ,    2966.548202 ,       0.017138 ,       0.017419 ,   1.641625
   rocblas_wo_dt ,   SP ,  1400 ,    16 ,  1400 ,    2326.718243 ,       0.023856 ,       0.024724 ,   3.637817
   rocblas_wo_dt ,   SP ,  1500 ,    16 ,  1500 ,    2747.450279 ,       0.022717 ,       0.023780 ,   4.680940
   rocblas_wo_dt ,   SP ,  1600 ,    16 ,  1600 ,    3924.449173 ,       0.019741 ,       0.020041 ,   1.521739
   rocblas_wo_dt ,   SP ,  1700 ,    16 ,  1700 ,    3707.828086 ,       0.023379 ,       0.023999 ,   2.651438
   rocblas_wo_dt ,   SP ,  1800 ,    16 ,  1800 ,    3938.207021 ,       0.024681 ,       0.025358 ,   2.743431
   rocblas_wo_dt ,   SP ,  1900 ,    16 ,  1900 ,    3293.810820 ,       0.033016 ,       0.033941 ,   2.801849
   rocblas_wo_dt ,   SP ,  2000 ,    16 ,  2000 ,    4472.379684 ,       0.026779 ,       0.027337 ,   2.083333
   rocblas_wo_dt ,   SP ,  2100 ,    16 ,  2100 ,    3907.228844 ,       0.034342 ,       0.034962 ,   1.805054
   rocblas_wo_dt ,   SP ,  2200 ,    16 ,  2200 ,    4260.160062 ,       0.034757 ,       0.035176 ,   1.207299
   rocblas_wo_dt ,   SP ,  2300 ,    16 ,  2300 ,    3902.861315 ,       0.040960 ,       0.042000 ,   2.537835
   rocblas_wo_dt ,   SP ,  2400 ,    16 ,  2400 ,    4827.704528 ,       0.036759 ,       0.036983 ,   0.609677
   rocblas_wo_dt ,   SP ,  2500 ,    16 ,  2500 ,    4574.528570 ,       0.041738 ,       0.042357 ,   1.485205
   rocblas_wo_dt ,   SP ,  2600 ,    16 ,  2600 ,    4922.558667 ,       0.042143 ,       0.042596 ,   1.074904
   rocblas_wo_dt ,   SP ,  2700 ,    16 ,  2700 ,    4932.281381 ,       0.045500 ,       0.045838 ,   0.744079
   rocblas_wo_dt ,   SP ,  2800 ,    16 ,  2800 ,    5023.640961 ,       0.048037 ,       0.048380 ,   0.714711
   rocblas_wo_dt ,   SP ,  2900 ,    16 ,  2900 ,    4901.732353 ,       0.052824 ,       0.053182 ,   0.677018
   rocblas_wo_dt ,   SP ,  3000 ,    16 ,  3000 ,    4313.396075 ,       0.064440 ,       0.064702 ,   0.406985
   rocblas_wo_dt ,   SP ,   500 ,    17 ,   500 ,    1108.701391 ,       0.007420 ,       0.007441 ,   0.281574
   rocblas_wo_dt ,   SP ,   600 ,    17 ,   600 ,    1496.207644 ,       0.007914 ,       0.007938 ,   0.302142
   rocblas_wo_dt ,   SP ,   700 ,    17 ,   700 ,    1775.766763 ,       0.009085 ,       0.009104 ,   0.206186
   rocblas_wo_dt ,   SP ,   800 ,    17 ,   800 ,    2075.516671 ,       0.010071 ,       0.010146 ,   0.744693
   rocblas_wo_dt ,   SP ,   900 ,    17 ,   900 ,    2425.852982 ,       0.010236 ,       0.010382 ,   1.421476
   rocblas_wo_dt ,   SP ,  1000 ,    17 ,  1000 ,    2200.061557 ,       0.012221 ,       0.015540 ,  27.155678
